VacancyPost,LinkToJV,ScrapeDate,ScrapeTime,PostDate,Firm,VacancySite,SourceLink,Content
Vzdrževalec - pomočnik v mehanični delavnici (m/ž),https://www.optius.com/iskalci/prosta-delovna-mesta/vzdrzevalec-pomocnik-v-mehanicni-delavnici-mz-733468-733468/,01.07.2020,02:03,30.06.2020,"AŽMAN, d.o.o., Lesce","
					Gorenjska regija
				",https://www.optius.com/iskalci/prosta-delovna-mesta/vzdrzevalec-pomocnik-v-mehanicni-delavnici-mz-733468-733468/,"Podjetje AŽMAN d.o.o. iz Lesc je sodobno logistično podjetje z razvejano dejavnostjo na področju mednarodnega cestnega transporta in vzdrževanja vozil.Podjetje naročniki logističnih storitev poznajo kot zanesljivega poslovnega partnerja, z velikim posluhom za optimizacijo in racionalizacijo logističnih stroškov podjetij kakor tudi transportnih časov in poti. Podjetju to uspeva samo s timskim delom in dobrimi medsebojnimi odnosi bodisi med zaposlenimi bodisi naročniki ter vsemi, ki so kakorkoli povezani z delovnimi procesi v podjetju. Opis delovnega mesta   Naloge in odgovornosti: Zaposlimo novega sodelavca na delovnem mestu: Vzdrževalec - pomočnik v mehanični delavnici (m/ž).   Pričakujemo   Od kandidata pričakujemo: najmanj dokončana osnovna šola, državljanstvo RS, vozniški izpit B-kategorije, zaželene so izkušnje v varjenju, vozniški izpit za viličarja, delovne izkušnje na sorodnem področju, natančnost, delavnost in motiviranost za delo.    Ponujamo   Delovno mesto ponuja: zaposlitev za določen čas z možnostjo podaljšanja za nedoločen, delo v prijetnem in urejenem okolju, stimulativno in redno plačilo. Prednost imajo kandidati iz okolice Lesc in Radovljice."
Avtomehanik (m/ž),https://www.optius.com/iskalci/prosta-delovna-mesta/avtomehanik-mz-733467-733467/,01.07.2020,02:03,30.06.2020,"AŽMAN, d.o.o., Lesce","
					Gorenjska regija
				",https://www.optius.com/iskalci/prosta-delovna-mesta/avtomehanik-mz-733467-733467/,"Podjetje AŽMAN d.o.o. iz Lesc je sodobno logistično podjetje z razvejano dejavnostjo na področju mednarodnega cestnega transporta in vzdrževanja vozil.Podjetje naročniki logističnih storitev poznajo kot zanesljivega poslovnega partnerja, z velikim posluhom za optimizacijo in racionalizacijo logističnih stroškov podjetij kakor tudi transportnih časov in poti. Podjetju to uspeva samo s timskim delom in dobrimi medsebojnimi odnosi bodisi med zaposlenimi bodisi naročniki ter vsemi, ki so kakorkoli povezani z delovnimi procesi v podjetju. Opis delovnega mesta   Naloge in odgovornosti: zaposlimo novega sodelavca na delovnem mestu: Avtomehanik (m/ž)    Pričakujemo   Zahtevane delovne izkušnje 1 - 3 let   Od kandidata pričakujemo: vsaj III. stopnjo ustrezne poklicne izobrazbe, zaželene so delovne izkušnje, znanje uporabe računalnika in programskih orodij, prednost imajo kandidati z znanjem nemškega jezika, vozniški izpit B-kategorije zaželeno tudi C kategorija, natančnost, vestnost in delo v timu, nudimo zelo stimulativno plačilo.    Ponujamo   Delovno mesto ponuja: delovno razmerje bomo sklenili za nedoločen čas s trimesečnim poskusnim delom, zaposlitev za polni delovni čas, delo v prijetnem in urejenem okolju.    Mesečno plačilo                               po dogovoru"
Svetovalec za fizične osebe (m/ž),https://www.optius.com/iskalci/prosta-delovna-mesta/svetovalec-za-fizicne-osebe-mz-733452-733452/,01.07.2020,02:03,30.06.2020,Prva osebna zavarovalnica d.d.,"
					teren po Sloveniji (sovpada s krajem bivanja)
				",https://www.optius.com/iskalci/prosta-delovna-mesta/svetovalec-za-fizicne-osebe-mz-733452-733452/,"PRVA je med največjimi ponudniki dodatnega pokojninskega zavarovanja v Sloveniji, hkrati pa s ponudbo življenjskih zavarovanj in drugih namenskih oblik varčevanja posameznikom nudimo zaščito in varnost skozi vsa življenjska obdobja.Odlikujejo nas dolgoletne izkušnje in delovanje v mednarodnem okolju, saj smo del družbe SKUPINA PRVA, prisotne v štirih državah jugovzhodne Evrope. Smo vedno v koraku s časom, sledimo spremembi tveganj in temu ustrezno se radi pohvalimo s sodobnim produktnim portfeljem.Delujemo odgovorno in skrbno, a hkrati kreativno ter po meri posameznika. Sprašujemo, znamo prisluhniti in temu ustrezno znamo predlagati prave rešitve.Več o nas: www.prva.si Opis delovnega mesta   Naloge in odgovornosti: TVOJE poglavitne naloge bodo:svetovanje fizičnim osebam s področja dolgoročne finančne varnosti, svetovanje in priprava zavarovalnih ponudb s področja osebnih, zdravstvenih ter pokojninskih zavarovanj, opravljanje skrbniških aktivnosti pri obstoječih strankah in opravljanje drugih trženjskih aktivnosti podjetja, ki so vezane na širše območje bivanja.    Delovni čas polni delovni čas   Pričakujemo   Zahtevane delovne izkušnje 1 - 3 let   Od kandidata pričakujemo: Od TEBE pričakujemo:dobre komunikacijske sposobnosti, visoko motiviranost, fleksibilnost ter pozitiven odnos do dela, veselje do terenskega dela in dela z ljudmi, najmanj V. stopnjo izobrazbe, poznavanje dela z računalnikom, zaželeno dovoljenje AZN za opravljanje poslov zavarovalnega zastopanja, sprejemamo pa tudi kandidate, ki še nimate pridobljene licence, vozniški izpit B kategorije. Za delovno mesto ne morejo kandidirati posamezniki nad katerimi je začet postopek osebnega stečaja ali pa so bili v zadnjih petih letih pravnomočno in nepogojno obsojeni za kaznivo dejanje zoper premoženje, gospodarstvo ali pravni promet na kazen zapora več kot treh mesecev.   Ponujamo   Delovno mesto ponuja: Menjamo našo podporo za TVOJO zavzetostV PRVI smo mnenja, da so zadovoljni in zavzeti zaposleni ključ do uspešnosti in dolgoročne rasti podjetja, zato si prizadevamo zagotavljati spodbudno delovno okolje. V svoje vrste izbiramo pozitivno naravnane, angažirane posameznike, ki jim nudimo stimulativne delovne pogoje. Pri nas bomo poskrbeli za stalno mentorsko podporo ter te bogatili na rednih izobraževanjih ter usposabljanjih. Delavnik si lahko prilagajaš lastnemu ritmu življenja, kar omogoča odlično ravnotežje med strastjo do dela in prostim časom. Višina osebnega dohodka je odvisna od lastne uspešnosti, saj je osebni dohodek sestavljen iz fiksnega in variabilnega dela. Ob nastopu dela poskrbimo za vsa potrebna delovna orodja: osebni računalnik s podpisno komponento za elektronsko pripravo ponudb, mobilni telefon, ko pa si pridobiš naše zaupanje poskrbimo še za službeno vozilo, ki se lahko uporablja tudi v privatne namene. Po enem letu zaposlitve na Prvi, k osebnemu dohodku dodamo maksimalno zakonsko določeno višino vplačila na osebni varčevalni račun prostovoljnega dodatnega pokojninskega zavarovanja, temeljno nezgodno zavarovanje ter druge ugodnosti pri storitvah podjetja. V kolikor zavarovalniške licence še nimaš, nič hudega! Zanjo te bomo izobraževali ter ti krili vse stroške povezane z njeno pridobitvijo. Z izbranim kandidatom bomo sprva sklenili zaposlitev za določen čas 3 mesecev s poskusno dobo 1 meseca, z možnostjo kasnejše zaposlitve za nedoločen čas.   Mesečno plačilo                               po dogovoru"
Skrbnik odnosov s strankami (m/ž) - 2 prosti delovni mesti,https://www.optius.com/iskalci/prosta-delovna-mesta/skrbnik-odnosov-s-strankami-mz-2-prosti-delovni-mesti-733412-733412/,01.07.2020,02:03,30.06.2020,"Zavarovalnica Triglav, d.d.","
					Ljubljana
				",https://www.optius.com/iskalci/prosta-delovna-mesta/skrbnik-odnosov-s-strankami-mz-2-prosti-delovni-mesti-733412-733412/,Skrbnik odnosov s strankami (m/ž) - 2 prosti delovni mesti
Komercialist - specialist za upravljanje blagovnih skupin (m/ž),https://www.optius.com/iskalci/prosta-delovna-mesta/komercialist-specialist-za-upravljanje-blagovnih-skupin-mz-733410-733410/,01.07.2020,02:03,30.06.2020,"Big Bang, d.o.o.","
					Ljubljana
				",https://www.optius.com/iskalci/prosta-delovna-mesta/komercialist-specialist-za-upravljanje-blagovnih-skupin-mz-733410-733410/,Komercialist - specialist za upravljanje blagovnih skupin (m/ž)
Senior Svetovalec pri implementaciji sistemov WMS/Logistike (m/ž),https://www.optius.com/iskalci/prosta-delovna-mesta/senior-svetovalec-pri-implementaciji-sistemov-wmslogistike-mz-733405-733405/,01.07.2020,02:03,30.06.2020,SymphonyEYC d.o.o.,"
					Ljubljana
				",https://www.optius.com/iskalci/prosta-delovna-mesta/senior-svetovalec-pri-implementaciji-sistemov-wmslogistike-mz-733405-733405/,Senior Svetovalec pri implementaciji sistemov WMS/Logistike (m/ž)
Strokovni sodelavec za VZD ter varstvo pred požarom (m/ž),https://www.optius.com/iskalci/prosta-delovna-mesta/strokovni-sodelavec-za-vzd-ter-varstvo-pred-pozarom-mz-733213-733213/,01.07.2020,02:03,30.06.2020,POŠTA SLOVENIJE d.o.o.,"
					Maribor
				",https://www.optius.com/iskalci/prosta-delovna-mesta/strokovni-sodelavec-za-vzd-ter-varstvo-pred-pozarom-mz-733213-733213/,"V svoj kolektiv vabimo sodelavca za delovno mesto Strokovni sodelavec za VZD ter varstvo pred požarom (m/ž).Podatki o prostem delovnem mestu oz. vrsti dela številka NV54918. Opis delovnega mesta   Naloge in odgovornosti: zagotavljanje varnosti in zdravja pri delu ter varstva pred požarom  opravljanje nalog s področja varnosti in zdravja pri delu ter varstva pred požarom za družbo in odvisne družbe ter zunanje stranke sodelovanje pri obravnavah odškodninskih in regresnih zahtevkov s področja dela, sodelovanje v projektih oz. vodenje projektov, sodelovanje pri pripravljanju in izvajanju pogodb  s področja dela ter v postopkih javnega naročanja pripravljanje načrtov, analiz in poročil s področja dela    Pričakujemo   Od kandidata pričakujemo: visokošolsko 2.stopnje, visokošolsko univerzitetna (prejšnja) ipd., Varnost in zdravje pri delu 2 leti delovnih izkušenj vozniški izpit B kategorije strokovna izobrazba univ. dipl. varnostni inženir oz. drugi ustrezni poklici visokošolskega izobraževanja druge stopnje. Alternativa: visokošolsko strokovno izobraževanje in 5 let delovnih izkušenj s področja dela. najmanj 2 leti delovnih izkušenj s področja varnosti pri delu in varovanja. Dodatna funkcionalna znanja:Excel in Word-osnovno znanje (Z), obvladovanje tujega jezika na ravni A1 – angleščina (Z), vozniški izpit B kategorije (Z), obvladovanje Outlooka (Z), strokovni izpit iz varnosti in zdravja pri delu (Z), strokovni izpit iz varstva pred požarom (Z), andragoško-pedagoški izpit (Z), Corel ali AutoCAD-osnovno znanje (Z), strokovni izpit za varnostnega svetovalca za prevoz nevarnega blaga (Z), slovenski jezik–visoka raven (Z). Priporočena znanja:MS Project-osnovno znanje, poznavanje sistemov kakovosti, varovanja okolja, promocije zdravja na delovnih mestih, ravnanja s človeškimi viri, strokovni izpit za koordinatorja za varnost in zdravje pri delu na začasnih in premičnih gradbiščih za fazo priprave in fazo izvajanja projekta. Psihofizične sposobnosti: verbalna in pisna komunikacija, samoiniciativnost in organizacijske sposobnosti.    Ponujamo   Delovno mesto ponuja: Z izbranim kandidatom oz. kandidatko se sklene pogodba o zaposlitvi za nedoločen čas, s poskusnim delom 6-ih mesecev."
Senior PPA (Poslovno planiranje in analize) Manager - ESO (m/ž),https://www.optius.com/iskalci/prosta-delovna-mesta/senior-ppa-poslovno-planiranje-in-analize-manager-eso-mz-733411-733411/,01.07.2020,02:03,30.06.2020,Lek d.d.,"
					Ljubljana
				",https://www.optius.com/iskalci/prosta-delovna-mesta/senior-ppa-poslovno-planiranje-in-analize-manager-eso-mz-733411-733411/,Senior PPA (Poslovno planiranje in analize) Manager - ESO (m/ž)
Prodajni telefonist v klicnem centru za italijanski trg (m/ž),https://www.optius.com/iskalci/prosta-delovna-mesta/prodajni-telefonist-v-klicnem-centru-za-italijanski-trg-mz-733280-733280/,01.07.2020,02:03,30.06.2020,HS PLUS d.o.o.,"
					Trzin, možnost dela od doma
				",https://www.optius.com/iskalci/prosta-delovna-mesta/prodajni-telefonist-v-klicnem-centru-za-italijanski-trg-mz-733280-733280/,"Si želiš biti del uspešnega in inovativnega podjetja, ki deluje na področju spletne trgovine v 14 evropskih državah? Če imaš dobre komunikacijske sposobnosti, si ambiciozen, odlično govoriš italijanski jezik in te veseli delo s strankami, te vabimo, da se pridružiš ekipi mladih in zagnanih posameznikov, ki jih druži želja po uspehu in rasti. Kandidati, ki imajo izkušnje iz primerljivih delovnih mest, bodo imeli pri izboru prednost. Opis delovnega mesta   Naloge in odgovornosti: prodaja produktov preko telefona in drugih kanalov, klepetalnikov, sprejemanje naročil, poročanje o rezultatih.    Pričakujemo   Od kandidata pričakujemo: odlično pisno in ustno znanje italijanskega jezika, osnovno znanje angleškega jezika, poznavanje MS Office orodij,  iznajdljivost in samostojno reševanje problemov, odlične komunikacijske sposobnosti, prodajno usmerjenost, pozitiven in profesionalen pristop, željo po osebni rasti, samostojnost, samoiniciativnost, usmerjenost k rezultatom, hitro odzivnost, energičnost in prilagodljivost.    Ponujamo   Delovno mesto ponuja: zaposlitev za določen čas z možnostjo dolgoročnega sodelovanja, dvoizmensko delo, 40 ur na teden, strokovno uvajanje in mentorstvo, možnost dogovora glede lokacije opravljanja dela, delo v mladem in zagnanem timu, dinamično okolje, ki spodbuja osebnostno in strokovno rast, pridobivanje novih znanj z rednimi strokovnimi izobraževanji in izpopolnjevanji, okolje, ki spodbuja samoiniciativnost in željo po uspehu, dodatno stimulativno plačilo glede na uspešnost, urejeno delovno okolje in veliko ugodnosti za zaposlene (snack bar, masaže …), udeležbo na internih team buildingih, piknikih in novoletnih zabavah."
Svetovalec v klicnem centru za italijanski trg (m/ž),https://www.optius.com/iskalci/prosta-delovna-mesta/svetovalec-v-klicnem-centru-za-italijanski-trg-mz-733278-733278/,01.07.2020,02:03,30.06.2020,HS PLUS d.o.o.,"
					Trzin, možnost dela od doma
				",https://www.optius.com/iskalci/prosta-delovna-mesta/svetovalec-v-klicnem-centru-za-italijanski-trg-mz-733278-733278/,"Si želiš biti del uspešnega in inovativnega podjetja, ki deluje na področju spletne trgovine v 14 evropskih državah? Če imaš dobre komunikacijske sposobnosti, si ambiciozen, odlično govoriš italijanski jezik in te veseli delo s strankami, te vabimo, da se pridružiš ekipi mladih in zagnanih posameznikov, ki jih druži želja po uspehu in rasti. Kandidati, ki imajo izkušnje iz primerljivih delovnih mest, bodo imeli pri izboru prednost. Opis delovnega mesta   Naloge in odgovornosti: pomoč strankam preko telefona, odgovarjanje strankam po elektronski pošti in klepetalnikih, sprejemanje naročil, reševanje reklamacij.    Pričakujemo   Od kandidata pričakujemo: odlično pisno in ustno znanje italijanskega jezika, osnovno znanje angleškega jezika, poznavanje MS Office orodij,  iznajdljivost in samostojno reševanje problemov, odlične komunikacijske sposobnosti, prodajno usmerjenost, pozitiven in profesionalen pristop, željo po osebni rasti, samostojnost, samoiniciativnost, usmerjenost k rezultatom, hitro odzivnost, energičnost in prilagodljivost.    Ponujamo   Delovno mesto ponuja: zaposlitev za določen čas z možnostjo dolgoročnega sodelovanja, strokovno uvajanje in mentorstvo, možnost dogovora glede lokacije opravljanja dela, delo v mladem in zagnanem timu, dinamično okolje, ki spodbuja osebnostno in strokovno rast, pridobivanje novih znanj z rednimi strokovnimi izobraževanji in izpopolnjevanji, okolje, ki spodbuja samoiniciativnost in željo po uspehu, dodatno stimulativno plačilo glede na uspešnost, urejeno delovno okolje in veliko ugodnosti za zaposlene (snack bar, masaže …), udeležbo na internih team buildingih, piknikih in novoletnih zabavah."
