VacancyPost,LinkToJV,ScrapeDate,ScrapeTime,PostDate,Firm,VacancySite,SourceLink,Content
Administrator m/ž,https://www.optius.com//iskalci/prosta-delovna-mesta/administrator-mz-700389-700389/,17.07.2019,04:03,18.06.2019,"KREMENITI, trgovina, servis, izvoz, uvoz, proizvodnja, d.o.o.",Ljubljana,https://www.optius.com//iskalci/prosta-delovna-mesta/administrator-mz-700389-700389/,Administrator m/ž
Administrator (m/ž),https://www.optius.com//iskalci/prosta-delovna-mesta/administrator-mz-702137-702137/,17.07.2019,04:01,09.07.2019,PROFIL d.o.o.,Ljubljana ,https://www.optius.com//iskalci/prosta-delovna-mesta/administrator-mz-702137-702137/,"Za našega naročnika, eno izmed vodilnih lizinških družb v Sloveniji, iščemo osebo za zasedbo delovnega mesta: Administrator (m/ž).  Opis delovnega mesta   Naloge in odgovornosti vnos in izdelava pogodbene dokumentacije pridobitev škodne dokumentacije vnos prejete dokumentacije v sistem ureditev celotne dokumentacije v zvezi s posameznimi pogodbami priprava aneksov za podaljšanje pogodb razporejanje in razdelitev prejete pošte končna kontrola pogodb    Delovni čas polni delovni čas   Pričakujemo   Zahtevana izobrazba                                    V.,                                    VI/1.,                                    VI/2.,                                    VII.                     Zahtevane delovne izkušnje 1 - 3 let   Od kandidata pričakujemo: najmanj V. stopnja izobrazbe ekonomske ali druge ustrezne smeri najmanj 2 leti delovnih izkušenj na podobnem delovnem mestu (back office v oddelku financ, bančništvo, administracija ipd.); zaželene izkušnje iz leasinga natančnost, zanesljivost in organiziranost prilagodljivost in komunikativnost zelo dobro poznavanje dela z računalnikom (MS Office ipd.) aktivno znanje angleškega jezika    Ponujamo   Delovno mesto ponuja: stabilno in urejeno delovno okolje možnost kariernega in osebnega razvoja dinamično delo    Oblika zaposlitve ali sodelovanja zaposlitev za določen čas"
Administrator - upravljanje naročil spletne trgovine (m/ž),https://www.optius.com//iskalci/prosta-delovna-mesta/administrator-upravljanje-narocil-spletne-trgovine-mz-702419-702419/,17.07.2019,04:00,12.07.2019,Imedia GSM d.o.o.,Nova Gorica,https://www.optius.com//iskalci/prosta-delovna-mesta/administrator-upravljanje-narocil-spletne-trgovine-mz-702419-702419/,"IMEDIA GSM d.o.o. smo hitrorastoče startup podjetje, katerega cilj je olajšati komercialni razvoj tujih podjetij znotraj območja EU. Glavna dejavnost našega podjetja je prodaja in distribucija izdelkov potrošniške elektronike na trgih EU.Iščemo administratorja za upravljanje naročil spletne trgovine ter administrativna tajniška dela. Opis delovnega mesta   Naloge in odgovornosti Zahteva se poznavanje sledečih področji dela:upravljanje z naročili izstavljanje faktur/računov podpora strankam preko telefona in elektronske pošte prevajanje iz Angleščine in Italijanščine    Pričakujemo   Zahtevana izobrazba                                    V.,                                    VI/1.,                                    VI/2.                     Od kandidata pričakujemo: dobro poznavanje spleta, tehničnih izdelkov (pametni telefoni) dobro znanje Italijanščine in Angleščine osnovno znanje programske opreme za fakture, račune ter naročila zaželena osnovna znanja iz računovodstva resnost, aktivnost, dostopnost Microsoft Office paket (Word, Excell)    Ponujamo   Delovno mesto ponuja: Sedež podjetja se nahaja v Novi Gorici. Ponujamo pogodbo za določen čas z možnostjo podaljšanja za daljše obdobje. Zaželeni so vsi kandidati, ki ustrezajo pogojem."
Administrator v financah m/ž,https://www.optius.com//iskalci/prosta-delovna-mesta/administrator-v-financah-mz-701937-701937/,17.07.2019,04:01,05.07.2019,Kariera d.o.o.,Koper,https://www.optius.com//iskalci/prosta-delovna-mesta/administrator-v-financah-mz-701937-701937/,
Administrator v odvetniški pisarni (ž/m),https://www.optius.com//iskalci/prosta-delovna-mesta/administrator-v-odvetniski-pisarni-zm-702353-702353/,17.07.2019,04:00,11.07.2019,Delos zaposlovanje d.o.o.,Ljubljana,https://www.optius.com//iskalci/prosta-delovna-mesta/administrator-v-odvetniski-pisarni-zm-702353-702353/,"Za našega naročnika, ugledno odvetniško pisarno, iščemo novega sodelavca - administratorja v odvetniški pisarni (ž/m). Opis delovnega mesta   Naloge in odgovornosti pregled in priprava različnih tipov pogodb, dogovorov, sporazumov, aneksov in drugih potrebnih dokumentov organizacija poslovne administracije računovodske zadeve kadrovske zadeve podpora timu sodelavcev opravljanje drugih del in nalog po navodilu nadrejenega    Delovni čas polni delovni čas   Pričakujemo   Od kandidata pričakujemo: vsaj VI. stopnjo izobrazbe ustrezne smeri (administrativne, ekonomske, upravne ali druge) vsaj 2 leti delovnih izkušenj v odvetniški pisarni aktivno znanje angleškega jezika napredno poznavanje MS Office programov sposobnost samostojnega in timskega dela, proaktivnost, sposobnost opravljanja dela v stresnih situacijah, komunikativnost, natančnost, zanesljivost, odgovornost, pripravljenost na učenje in razvoj    Ponujamo   Delovno mesto ponuja: zaposlitev za določen čas z možnostjo podaljšanja za nedoločen čas delo v prijetnem in urejenem delovnem okolju možnost dodatnega izobraževanja možnost strokovnega in osebnega razvoja    Oblika zaposlitve ali sodelovanja zaposlitev za nedoločen čas   Poskusno delo: 3 mesece"
Administrator v prodaji (m/ž),https://www.optius.com//iskalci/prosta-delovna-mesta/administrator-v-prodaji-mz-700128-700128/,17.07.2019,04:03,17.06.2019,"KAM-A, Igor Marinšek s.p.",Ljubljana,https://www.optius.com//iskalci/prosta-delovna-mesta/administrator-v-prodaji-mz-700128-700128/,"Priznana mednarodna banka angažira sodelavca / sodelavko vzamemo na poizkusno delo za tri mesece, kjer bo sodelovala pri organizaciji sestankov strank z bančnimi sodelavci. Najmanj 5 stopnja izobrazbe.Če vas veseli delo z ljudmi in jim bi radi prinesli kaj novega in koristnega, to je priložnost za prodorne posameznike, timske igralce. Stimulativen način nagrajevanja. Izobraževanje sodelavcev se konča z licenco za tiste najprodornejše. Opis delovnega mesta   Naloge in odgovornosti Naloga novega sodelavca je organizacija sestankov z našimi svetovalci v prostorih banke ali na terenu. Več sestankov pomeni večji zaslužek. Delo s telefonom.   Delovni čas po dogovoru   Pričakujemo   Zahtevana izobrazba                                    V.,                                    VI/1.                     Zahtevane delovne izkušnje 1 - 3 let   Od kandidata pričakujemo: urejenost, odgovornost, komunikativnost in motivacijo za delo.    Ponujamo   Delovno mesto ponuja: delo v mednarodnem podjetju, vodilni banki za osebno bančništvo v regiji Osrednje Evrope.    Oblika zaposlitve ali sodelovanja pogodbeno delo   Mesečno plačilo                               700 - 900 € bruto                                                                         Plačilo na osnovi uspešnosti"
Administrator za italijanski trg m/ž,https://www.optius.com//iskalci/prosta-delovna-mesta/administrator-za-italijanski-trg-mz-701941-701941/,17.07.2019,04:01,05.07.2019,Kariera d.o.o.,Koper,https://www.optius.com//iskalci/prosta-delovna-mesta/administrator-za-italijanski-trg-mz-701941-701941/,
Analitik (m/ž) v Sektorju Ocenjevanje kreditnih tveganj / Divizija tveganj,https://www.optius.com//iskalci/prosta-delovna-mesta/analitik-mz-v-sektorju-ocenjevanje-kreditnih-tveganj-divizija-tveganj-702763-702763/,17.07.2019,04:00,16.07.2019,SKB d.d.,Ljubljana,https://www.optius.com//iskalci/prosta-delovna-mesta/analitik-mz-v-sektorju-ocenjevanje-kreditnih-tveganj-divizija-tveganj-702763-702763/,"Pridružite se nam in skupaj z nami ustvarjajte prihodnost. PRIHODNOST STE VI.SKB banka d.d., članica ene izmed najuspešnejših evropskih in svetovnih bančnih skupin Société Générale, utrjuje in širi poslovanje na slovenskem bančnem trgu.Za nadaljnje uspešno poslovanje, iščemo sodelavca(-ko) za deloANALITIK (m/ž) v Sektorju Ocenjevanje kreditnih tveganj / Divizija tveganj (delovno mesto v Ljubljani) Opis delovnega mesta   Naloge in odgovornosti Poslanstvo dela:Zbiranje in analiziranje podatkov o različnih vidikih delovanja trgov, strank in bank (uspešnost, ekonomičnost, donos, tveganje, potrošniško obnašanje…) in izdelava predlogov za odločanje. Opis del in nalog:analizira finančne izkaze, kazalnike in druge podatke pravnih oseb - segment strank mala, srednja in velika podjetja ocenjuje kreditno tveganja in se izreka na podlagi kreditnih predlogov analizira velike baze podatkov za potrebe analiz in spremljave kreditnega portfelja ter poročanja organom banke aplicira standardne analitične pristope in orodja, jih prilagaja in razvija nove; razvija metodologije za merjenje tveganj; razvija modele odločanja, oblikuje KPI na različnih področjih.    Pričakujemo   Od kandidata pričakujemo: VII. stopnjo ekonomske smeri; zahtevnejšo ustno in pisno komunikacijo v angleščini; uporabo standardnih orodij za PC (dobro poznavanje MS Office); poznavanje statističnih metodologij in orodij ter osnovno programiranje (prednost); pisno in ustno komuniciranje; najmanj 1 leto delovnih izkušenj, nekaznovanost in da oseba ni v kazenskem postopku. Sposobnosti in veščine:sposobnost kritičnega in analitičnega mišljenja; natančnost, organiziranost; samostojnost, proaktivnost in samoiniciativnost; dobre komunikacijske in pogajalske sposobnosti; dobre sposobnosti presojanja.    Ponujamo   Delovno mesto ponuja:  Delovno razmerje bomo sklenili za nedoločen čas in šestmesečnim poskusnim delom."
Analitik poslovnega procesa m/ž,https://www.optius.com//iskalci/prosta-delovna-mesta/analitik-poslovnega-procesa-mz-700953-700953/,17.07.2019,04:03,24.06.2019,Kariera d.o.o.,Ljubljana,https://www.optius.com//iskalci/prosta-delovna-mesta/analitik-poslovnega-procesa-mz-700953-700953/,
Animator - delo v animaciji  v Termah 3000 (m/ž),https://www.optius.com//iskalci/prosta-delovna-mesta/animator-delo-v-animaciji-v-termah-3000-mz-702243-702243/,17.07.2019,04:01,10.07.2019,Sava Turizem d.d.,Terme 3000,https://www.optius.com//iskalci/prosta-delovna-mesta/animator-delo-v-animaciji-v-termah-3000-mz-702243-702243/,"Družba Sava Turizem d.d. vabi v svoj kolektiv animatorja v Termah 3000 (m/ž). Opis delovnega mesta   Naloge in odgovornosti vodenje in spremljanje gostov na kratkih izletih pospeševanje prodaje izletov informiranje gostov o animacijskem programu in dodatni ponudbi    Delovni čas po dogovoru   Pričakujemo   Zahtevana izobrazba                                    V.,                                    VI/1.                     Zahtevane delovne izkušnje 0 - 1 leto   Od kandidata pričakujemo: dobro znanje angleškega in nemškega jezika komunikativnost, energičnost, prijaznost, urejenost in pozitivno naravnanost samostojnost pri delu zaželeno je poznavanje narave Moravskih toplic in okoliša obvladovanje offica retorične sposobnosti    Ponujamo   Delovno mesto ponuja: dinamično in zanimivo delo  zaposlitev za določen čas z možnostjo podaljšanja    Oblika zaposlitve ali sodelovanja zaposlitev za določen čas   Poskusno delo: 2 meseca   Mesečno plačilo                               po dogovoru"
