VacancyPost,LinkToJV,ScrapeDate,ScrapeTime,PostDate,Firm,VacancySite,SourceLink,Content
Negovalka - negovalec (m/ž) - Avstrija,https://www.optius.com/iskalci/prosta-delovna-mesta/negovalka-negovalec-mz-avstrija-729994-729994/,20.05.2020,02:01,19.05.2020,4FUTURE Pflege KG,"
					Celovec
				",https://www.optius.com/iskalci/prosta-delovna-mesta/negovalka-negovalec-mz-avstrija-729994-729994/,"4FUTURE Pflege KG je vodilna avstrijsko Koroška agencija za posredovanje nege na domu starejšim in nemočnim osebam, ki ekskluzivno ponuja trgu negovalke in negovalce iz Slovenije ter Hrvaške.Zaradi večjih potreb in zadovoljnih strank v svojo ekipo vabimo odgovorne in samostojne osebe, ki imajo voljo in željo do dela z ostarelimi in nemočnimi osebami na njihovem domu po celotni avstrijski Koroški, Štajerski. Opis delovnega mesta   Naloge in odgovornosti: Glede na vašo predizobrazbo in delovne izkušnje vas bomo posredovali osebam glede na njihovo stopnjo nege. 24h nega na domu obsega sledeča opravila in naloge:vodenje gospodinjstva, priprava hrane, čiščenje, dnevni nakupi, pranje perila, skrb za hišne ljubljenčke pomoč pri življenskih opravilih, pomoč pri dnevnih aktivnostih ali organizaciji dneva ohranjanje socialnih stikov, spremstvo pri različnih aktivnostih pomoč pri medicinsko - negovalnih opravilih, lahko izvaja negovalec ob posebej upoštevanih meril in ob upoštevajoči medicinski predizobrazbi Potek dela:Delo poteka v 14 oz. 21 dnevnih turnusih (14 oz. 21 dni živite pri pacientu,14 oz. 21 dni ste po opravljenem turnusu prosti). Stroške hrane in nastanitve krije pacient. Vsak negovalec delo opravlja kot samostojni negovalec pod okriljem agencije 4FUTURE Pflege KG.   Delovni čas polni delovni čas   Pričakujemo   Zahtevane delovne izkušnje 0 - 1 leto   Od kandidata pričakujemo: veselje do dela s starejšimi in pomoči potrebnimi ljudmi - poštenost in zanesljivost osnovno znanje nemškega jezika (ni pogoj)    Ponujamo   Delovno mesto ponuja: stimulativen in reden dohodek socialno, zdravstveno in pokojninsko zavarovanje v R. Avstriji organizirani prevoz na delo uvodno šolanje    Oblika zaposlitve ali sodelovanja zaposlitev za nedoločen čas   Mesečno plačilo                               po dogovoru                                                                         od 60€ na dan"
Skladiščnik m/ž,https://www.optius.com/iskalci/prosta-delovna-mesta/skladiscnik-mz-729961-729961/,20.05.2020,02:01,19.05.2020,Kuehne + Nagel d.o.o.,"
					Brnik
				",https://www.optius.com/iskalci/prosta-delovna-mesta/skladiscnik-mz-729961-729961/,Skladiščnik m/ž
Elektrotehnik - elektronik m/ž,https://www.optius.com/iskalci/prosta-delovna-mesta/elektrotehnik-elektronik-mz-729967-729967/,20.05.2020,02:01,19.05.2020,Axent d.o.o.,"
					Kranj
				",https://www.optius.com/iskalci/prosta-delovna-mesta/elektrotehnik-elektronik-mz-729967-729967/,"Naš naročnik je domače podjetje z več letno tradicijo v proizvodni dejavnosti. Zaradi povečanega obsega dela v svoj krog vabijo kandidata za zasedbo delovnega mesta Elektrotehnik - elektronik m/ž. Opis delovnega mesta   Naloge in odgovornosti: izdelovanje elektroelementov, izvajanje elektro montažnih del, skrb za pripravo dela, skrb za nemoten potek potrebnih servisiranj in vzdrževalnih posegih, skrb za nabavo materiala in drugih potrebnih sredstev, skrb za čisto in urejeno delovno okolje.    Delovni čas polni delovni čas   Pričakujemo   Zahtevana izobrazba                                    IV.,                                    V.,                                    VI/1.                     Zahtevane delovne izkušnje 0 - 1 leto   Od kandidata pričakujemo: zaključeno izobrazbo vsaj IV. stopnje elektro smeri, vsaj 6 mesecev delovnih izkušenj na istem ali podobnem delovnem mestu, samoiniciativnost, fleksibilnost, pripravljenost na izobraževanja.    Ponujamo   Delovno mesto ponuja: dvoizmenski urnik, urejeno delovno okolje, redno in stimulativno plačilo, zaposlitev za določen čas z možnostjo podaljšanja.    Oblika zaposlitve ali sodelovanja zaposlitev za določen čas"
Mehatronik m/ž,https://www.optius.com/iskalci/prosta-delovna-mesta/mehatronik-mz-729973-729973/,20.05.2020,02:01,19.05.2020,Axent d.o.o.,"
					Kranj
				",https://www.optius.com/iskalci/prosta-delovna-mesta/mehatronik-mz-729973-729973/,"Naš naročnik je domače podjetje z več letno tradicijo v proizvodni dejavnosti. Zaradi povečanega obsega dela v svoj krog vabijo kandidata za zasedbo delovnega mesta Mehatronik m/ž. Opis delovnega mesta   Naloge in odgovornosti: nastavljanje strojev in naprav, izvajanje manjših vzdrževalnih del, menjavanje orodij, opravljanje internega transporta, sodelovanje pri uvajanju novih postopkov in izdelkov, opravljanje najzahtevnejših proizvodnih in montažnih del, skrb za čisto in urejeno delovno okolje.    Delovni čas polni delovni čas   Pričakujemo   Zahtevane delovne izkušnje 0 - 1 leto   Od kandidata pričakujemo: zaključeno izobrazbo vsaj V. stopnjo ustrezne smeri - mehatronik, pripravljenost na učenje, samoiniciativnost, fleksibilnost, pripravljenost na izobraževanja.    Ponujamo   Delovno mesto ponuja: dvoizmenski urnik, urejeno delovno okolje, redno in stimulativno plačilo, zaposlitev za določen čas z možnostjo podaljšanja."
Proizvodni tehnolog (m/ž),https://www.optius.com/iskalci/prosta-delovna-mesta/proizvodni-tehnolog-mz-729911-729911/,20.05.2020,02:01,19.05.2020,Skupina Impol,"
",https://www.optius.com/iskalci/prosta-delovna-mesta/proizvodni-tehnolog-mz-729911-729911/,"Skupina Impol se ukvarja z izdelavo aluminija v aluminijske polizdelke. Je peti največji slovenski izvoznik, ki je v zadnjih dvajsetih letih 5-kratno povečal svoj obseg poslovanja. Veljamo za enega najbolj cenjenih delodajalcev v Podravju, kar dokazujejo tudi številni kazalniki: visoka zavzetost zaposlenih, izjemno nizka fluktuacija in stimulativna plačna politika.V družbi IMPOL-FINAL, d. o. o., iščemo kandidata za delovno mesto PROIZVODNI TEHNOLOG (m/ž). Opis delovnega mesta   Naloge in odgovornosti: programiranje 3, 4 in 5 osnih CNC strojev, optimiziranje procesa mehanske obdelave (krajšanje časa cikla obdelave, izbira primernega vpenjalnega in obdelovalnega orodja), aktivno zavzemanje in sodelovanje pri uvajanju izboljšav v proizvodnem procesu, osvajanje novih artiklov, sodelovanje pri zagotavljanju orodij za proizvodnji proces, sodelovanje pri projektih, sodelovanje pri pripravi tehnične in tehnološke dokumentacije, poznavanje zahtev in standardov v avtomobilski industriji, druga dela po navodilih nadrejenega.    Delovni čas polni delovni čas   Pričakujemo   Zahtevane delovne izkušnje 1 - 3 let   Od kandidata pričakujemo: bolonjski program II. stopnje (magister), univerzitetna izobrazba tehnične smeri, visokošolska izobrazba ali višješolska izobrazba tehnične smeri, vsaj 12 mesecev delovnih izkušenj, 2D in 3D modeliranje s programi AutoCAD, SolidWorks, ipd, CNC programiranje s programom SolidCam ali alternativni programi, poznavanje krmilja Fanuc in Mazatrol, splošna računalniška pismenost, pogovorno znanje angleškega jezika, natančnost in zanesljivost ter samostojnost pri delu, odgovornost za delo, komunikativnost, samoiniciativnost, sposobnost timskega dela, sposobnost organiziranja.    Ponujamo   Delovno mesto ponuja: zaposlitev za nedoločen čas (s 6-mesečnim poskusnim delom), zaposlitev za polni delovni čas, ob plači še nagrade za dosežene poslovne rezultate - božičnica in 13. plača, izplačilo regresa nad državnim povprečjem, druge ugodnosti za zaposlene - nagrajevanje koristnih predlogov, dodatek za pokojninsko varčevanje, organizacija dogodkov (zimske in poletne športne igre, obdarovanje otrok ob božiču, podelitve priznanj inovatorjem in jubilantom, dan družin…), mentorstvo in možnost izobraževanja ter razvoja kompetenc na delovnem mestu, stimulativno delovno okolje, sodelovanje s pozitivnim, ambicioznim timom.    Poskusno delo: 6 mesecev   Mesečno plačilo                               po dogovoru"
Orodjar m/ž,https://www.optius.com/iskalci/prosta-delovna-mesta/orodjar-mz-729960-729960/,20.05.2020,02:01,19.05.2020,Axent d.o.o.,"
					Kranj
				",https://www.optius.com/iskalci/prosta-delovna-mesta/orodjar-mz-729960-729960/,"Naš naročnik je večje podjetje z dolgoletno tradicijo. V svoj kolektiv vabijo osebo, ki bo zasedla delovno mesto Orodjar m/ž. Opis delovnega mesta   Naloge in odgovornosti: izdelovanje zahtevnejših orodij in naprav, sodelovanje pri prototipni in poskusni proizvodnji, preizkušanje orodij na strojih, vzdrževanje orodij, naprav in strojev, urejanje delovnega okolja, vodenje evidenc, skrb za čisto in urejeno okolje.    Pričakujemo   Od kandidata pričakujemo: srednjo poklicno izobrazbo orodjar, oblikovalec kovin, ključavničar, vsaj 6 mesecev delovnih izkušenj, izpit za viličarja, ni pa pogoj, ročne spretnosti, natančnost, fleksibilnost, komunikativnost in odgovornost, vestnost in veselje do dela.    Ponujamo   Delovno mesto ponuja: dvoizmenski urnik, dolgoročno zaposlitev, polni delovni čas, stimulativno in redno plačilo.    Oblika zaposlitve ali sodelovanja zaposlitev za določen čas"
Varnostni inženir m/ž,https://www.optius.com/iskalci/prosta-delovna-mesta/varnostni-inzenir-mz-729959-729959/,20.05.2020,02:01,19.05.2020,Axent d.o.o.,"
					Nova Gorica
				",https://www.optius.com/iskalci/prosta-delovna-mesta/varnostni-inzenir-mz-729959-729959/,"Smo ekipa zagnanih, strokovno podkovanih in vsestranskih oseb. Vsak od nas ima svoje želje in pričakovanja, ki pa se združijo v skupni cilj: Biti tu za vas!Vodijo nas profesionalnost, srčnost, pozitivna energija in mišljenje, da skupaj zmoremo vse. V največje zadovoljstvo in ponos nam je, ko prisostvujemo poslovnim in osebnim uspehom. Takrat se namreč zavedamo, da smo na pravi poti in da delamo prav. Vedno sledimo najnovejšim smernicam in spoznanjem na področju človeških virov. Z vedno več znanja postajamo vse boljši.To pomeni, da smo boljši tudi za vas.Naš naročnik je domače uspešno podjetje z večdesetletno tradicijo v proizvodnji. V svoj krog vabijo kandidata za zasedbo delovnega mesta Varnostni inženir m/ž. Opis delovnega mesta   Naloge in odgovornosti: skrb za varnost in zdravje pri delu, varstvo okolja, varstvo pred požarom in investicije, spremljanje obstoječih in novo zaposlenih, informiranje zaposlenih, skrb za čisto in urejeno delovno okolje.    Delovni čas polni delovni čas   Pričakujemo   Od kandidata pričakujemo: zaključeno izobrazbo diplomirani varnostni inženir, 2 leti delovnih izkušenj, vozniški izpit B kategorije zelo dobro znanje angleškega jezika, zaželeno znanje še enega tujega jezika, dobro poznavanje dela z računalnikom, strokovni izpit iz varnosti in zdravja pri delu, strokovni izpit iz varstva pred požarom, poznavanje potrebnih predpisov in zakonov s področja varnosti in zdravja pri delu, varstva okolja, varstva pred požarom in investicij, zaželeno poznavanje standarda ISO 14001.    Ponujamo   Delovno mesto ponuja: dolgoročno zaposlitev, redno plačilo, delo v prijetnem kolektivu.    Oblika zaposlitve ali sodelovanja zaposlitev za določen čas"
Delavec na montaži - spajkalec (m/ž),https://www.optius.com/iskalci/prosta-delovna-mesta/delavec-na-montazi-spajkalec-mz-729956-729956/,20.05.2020,02:01,19.05.2020,Axent d.o.o.,"
					Kranj
				",https://www.optius.com/iskalci/prosta-delovna-mesta/delavec-na-montazi-spajkalec-mz-729956-729956/,"Smo ekipa zagnanih, strokovno podkovanih in vsestranskih oseb. Vsak od nas ima svoje želje in pričakovanja, ki pa se združijo v skupni cilj: Biti tu za vas!Vodijo nas profesionalnost, srčnost, pozitivna energija in mišljenje, da skupaj zmoremo vse. V največje zadovoljstvo in ponos nam je, ko prisostvujemo poslovnim in osebnim uspehom. Takrat se namreč zavedamo, da smo na pravi poti in da delamo prav. Vedno sledimo najnovejšim smernicam in spoznanjem na področju človeških virov. Z vedno več znanja postajamo vse boljši.To pomeni, da smo boljši tudi za vas.Naš naročnik je uspešno podjetje z dolgoletno tradicijo v proizvodni dejavnosti. V svoj krog vabi več delovnih, odgovornih in samoiniciativnih oseb za opravljanje delovnega mesta Delavec na montaži - spajkalec m/ž. Opis delovnega mesta   Naloge in odgovornosti: opravljanje enostavnih del na proizvodni liniji, sestavljanje manjših elementov, montaža polizdelkov in izdelkov, izvajanje manjših vzdrževalnih del, ostala dela po navodilih nadrejene osebe.    Delovni čas polni delovni čas   Pričakujemo   Zahtevane delovne izkušnje 0 - 1 leto   Od kandidata pričakujemo: želeno zaključeno srednješolsko izobrazbo tehnične smeri, želene delovne izkušnje na istem delovnem mestu, ročne spretnosti, dober vid, pripravljenost na morebitno 3 izmeno, resnost, odgovornost, natančnost.    Ponujamo   Delovno mesto ponuja: zaposlitev takoj, dvoizmenski urnik, delo v prijetnem kolektivu, redno in stimulativno plačilo, dolgoročna zaposlitev.    Oblika zaposlitve ali sodelovanja zaposlitev za določen čas"
Svetovalec za fizične osebe (m/ž),https://www.optius.com/iskalci/prosta-delovna-mesta/svetovalec-za-fizicne-osebe-mz-729949-729949/,20.05.2020,02:01,19.05.2020,Prva osebna zavarovalnica d.d.,"
					teren po Sloveniji (sovpada s krajem bivanja)
				",https://www.optius.com/iskalci/prosta-delovna-mesta/svetovalec-za-fizicne-osebe-mz-729949-729949/,"PRVA je med največjimi ponudniki dodatnega pokojninskega zavarovanja v Sloveniji, hkrati pa s ponudbo življenjskih zavarovanj in drugih namenskih oblik varčevanja posameznikom nudimo zaščito in varnost skozi vsa življenjska obdobja.Odlikujejo nas dolgoletne izkušnje in delovanje v mednarodnem okolju, saj smo del družbe SKUPINA PRVA, prisotne v štirih državah jugovzhodne Evrope. Smo vedno v koraku s časom, sledimo spremembi tveganj in temu ustrezno se radi pohvalimo s sodobnim produktnim portfeljem.Delujemo odgovorno in skrbno, a hkrati kreativno ter po meri posameznika. Sprašujemo, znamo prisluhniti in temu ustrezno znamo predlagati prave rešitve.Več o nas: www.prva.si Opis delovnega mesta   Naloge in odgovornosti: TVOJE poglavitne naloge bodo:svetovanje fizičnim osebam s področja dolgoročne finančne varnosti, svetovanje in priprava zavarovalnih ponudb s področja osebnih, zdravstvenih ter pokojninskih zavarovanj, opravljanje skrbniških aktivnosti pri obstoječih strankah in opravljanje drugih trženjskih aktivnosti podjetja, ki so vezane na širše območje bivanja.    Delovni čas polni delovni čas   Pričakujemo   Zahtevane delovne izkušnje 1 - 3 let   Od kandidata pričakujemo: Od TEBE pričakujemo:dobre komunikacijske sposobnosti, visoko motiviranost, fleksibilnost ter pozitiven odnos do dela, veselje do terenskega dela in dela z ljudmi, najmanj V. stopnjo izobrazbe, poznavanje dela z računalnikom, zaželeno dovoljenje AZN za opravljanje poslov zavarovalnega zastopanja, sprejemamo pa tudi kandidate, ki še nimate pridobljene licence, vozniški izpit B kategorije. Za delovno mesto ne morejo kandidirati posamezniki nad katerimi je začet postopek osebnega stečaja ali pa so bili v zadnjih petih letih pravnomočno in nepogojno obsojeni za kaznivo dejanje zoper premoženje, gospodarstvo ali pravni promet na kazen zapora več kot treh mesecev.   Ponujamo   Delovno mesto ponuja: Menjamo našo podporo za TVOJO zavzetostV PRVI smo mnenja, da so zadovoljni in zavzeti zaposleni ključ do uspešnosti in dolgoročne rasti podjetja, zato si prizadevamo zagotavljati spodbudno delovno okolje. V svoje vrste izbiramo pozitivno naravnane, angažirane posameznike, ki jim nudimo stimulativne delovne pogoje. Pri nas bomo poskrbeli za stalno mentorsko podporo ter te bogatili na rednih izobraževanjih ter usposabljanjih. Nudili ti bomo dragoceno podporo klicnega centra. Delavnik si lahko prilagajaš lastnemu ritmu življenja, kar omogoča odlično ravnotežje med strastjo do dela in prostim časom. Višina osebnega dohodka je odvisna od lastne uspešnosti, saj je osebni dohodek sestavljen iz fiksnega in variabilnega dela. Ob nastopu dela poskrbimo za vsa potrebna delovna orodja: osebni računalnik s podpisno komponento za elektronsko pripravo ponudb, mobilni telefon, ko pa si pridobiš naše zaupanje poskrbimo še za službeno vozilo, ki se lahko uporablja tudi v privatne namene. Po enem letu zaposlitve na Prvi, k osebnemu dohodku dodamo maksimalno zakonsko določeno višino vplačila na osebni varčevalni račun prostovoljnega dodatnega pokojninskega zavarovanja, temeljno nezgodno zavarovanje ter druge ugodnosti pri storitvah podjetja. V kolikor zavarovalniške licence še nimaš, nič hudega! Zanjo te bomo izobraževali ter ti krili vse stroške povezane z njeno pridobitvijo. Z izbranim kandidatom bomo sprva sklenili zaposlitev za določen čas 3 mesecev s poskusno dobo 1 meseca, z možnostjo kasnejše zaposlitve za nedoločen čas.   Poskusno delo: 1 mesec   Mesečno plačilo                               po dogovoru"
Asistent vodstva (m/ž),https://www.optius.com/iskalci/prosta-delovna-mesta/asistent-vodstva-mz-729910-729910/,20.05.2020,02:01,19.05.2020,VIPAP Videm Krško d.d.,"
					Krško
				",https://www.optius.com/iskalci/prosta-delovna-mesta/asistent-vodstva-mz-729910-729910/,"Začetki podjetja VIPAP VIDEM KRŠKO d. d. segajo v leto 1939. Danes je VIPAP največji proizvajalec papirja v Sloveniji ter vodilni proizvajalec časopisnega papirja v JV Evropi, ki dodano vrednost ustvarja s pomočjo dovršenih tehnoloških procesov pri proizvodnji vlaknin in papirja, z zagotavljanjem celovitih in kakovostnih rešitev za svoje uporabnike ter delovanjem v sožitju z naravnim in širšim družbenim okoljem.Zaradi potreb delovnega procesa razpisujemo prosto delovno mestoAsistent vodstva (m/ž) Opis delovnega mesta   Naloge in odgovornosti: opravljanje zahtevnih administrativnih del za Nadzorni svet in Upravo družbe (organiziranje dnevnega reda in delovnih materialov, priprava zapisnikov sej, spremljanje izvajanja zadolžitev itd.), vodenje evidenc, izdelovanje analiz, pripravljanje poročil ter drugih zadolžitev po nalogu predsednika uprave, organiziranje službenih potovanj za potrebe Nadzornega sveta in Uprave, pripravlja in izvaja PR predstavitve, nastopa pred javnostmi in pripravlja odgovore splošnega značaja za javnost skladno z interno politiko komuniciranja, upravljanje celostne podobe družbe, uredništvo spletne strani in upravljanje s podobo družbe na socialnih omrežjih, druga dela in naloge po navodilih predsednika uprave.    Pričakujemo   Od kandidata pričakujemo: VI.  stopnja strokovne izobrazbe - Visokošolska strokovna izobrazba ali visokošolska univerzitetna izobrazba (prva bolonjska stopnja), višja raven znanja angleškega jezika – C1, odlična usposobljenost glede uporabe programskih orodij za delo z orodji MS Office, vozniški izpit B kategorije komunikativnost in samoiniciativnost organizacijske sposobnosti sposobnost dela v timu osebna urejenost želeno je poznavanje dela v tajništvu vodstva družb.    Ponujamo   Delovno mesto ponuja: zaposlitev nedoločen čas s poskusno dobo 4 mesecev, delo v mednarodnem, urejenem in zanimivem delovnem okolju, možnost napredovanja, izobraževanja in osebnega razvoja."
