VacancyPost,LinkToJV,ScrapeDate,ScrapeTime,PostDate,Firm,VacancySite,SourceLink,Content
Mesar - prodajalec (m/ž) - Spar Koper,https://www.optius.com/iskalci/prosta-delovna-mesta/mesar-prodajalec-mz-spar-koper-727329-727329/,15.04.2020,02:01,14.04.2020,Spar Slovenija d.o.o.,Koper,https://www.optius.com/iskalci/prosta-delovna-mesta/mesar-prodajalec-mz-spar-koper-727329-727329/,Mesar - prodajalec (m/ž) - Spar Koper
Vzdrževalec objekta in okolice (m/ž),https://www.optius.com/iskalci/prosta-delovna-mesta/vzdrzevalec-objekta-in-okolice-mz-727325-727325/,15.04.2020,02:01,14.04.2020,EMA d.o.o.,Celje,https://www.optius.com/iskalci/prosta-delovna-mesta/vzdrzevalec-objekta-in-okolice-mz-727325-727325/,"EMA d.o.o. Celje - označevanje in sledljivost v industriji in logistiki, Teharje 7B, 3000 Celje vabi zaradi širitve obsega poslovanja v svojo uspešno, stabilno in perspektivno delovno sredino nove sodelavce. Nenehna rast in širitev družbe je naša stalnica. Našim zaposlenim so odprte številne možnosti razvoja.Iščemo sposobno in odgovorno osebo za samostojno delo pri vzdrževanju poslovne stavbe in urejanju okolice. Delo obsega  širše specializirana dela od izvajanja urgentnih popravil do vzdrževalnih del, košnje trave ter reševanja praktično-tehničnih problemov. Opis delovnega mesta   Naloge in odgovornosti: redno vzdrževanje in nemoteno delovanje vseh naprav na objektu, organizator vzdrževanja - seznanjenost z vsemi delovnimi področji do te mere, da se zasilno ukrepa ob morebitni okvari in naprej komunicira s primernimi strokovnjaki, organizacija zimske službe (čiščenje snega in posipavanje dovoznih poti in parkirišč ter čiščenje snega na strehi in terasah - pohodni del), organizacija urejanja okolice - vrtnarska služba, obdelovanje travnatih zemljišč in skrb za rastišče na zelenih površinah    Pričakujemo   Od kandidata pričakujemo: minimalno srednja stopnja izobrazbe strojne/gradbene/elektro smeri,  nekaj let delovnih izkušenj na podobnem delovnem mestu, izpit B kategorije. Posebna znanja in kompetence:znanja o rabi strojev in naprav, njihovem vzdrževanju in osnovnih popravilih, poznavanje splošnega vrtnarstva, pravil in načinov košnje trave ter osnovne lastnosti, posameznih trav in travnih mešanic. Posebne osebnostne značilnost:dobra pripravljenost za dela, ki so lahko fizično zahtevnejša, zanesljivost in doslednost, natančnost, ročne spretnosti, tehnična iznajdljivost, samoiniciativnost, odgovornost do dela.     Ponujamo   Delovno mesto ponuja: Nudimo pogodbeno delo z gibljivim delovnim časom (cca. 3-4 krat tedensko) Vso opremo za varno opravljanje dela."
Prodajalec (m/ž) v vrtnem centru Kalia Slovenska Bistrica,https://www.optius.com/iskalci/prosta-delovna-mesta/prodajalec-mz-v-vrtnem-centru-kalia-slovenska-bistrica-727324-727324/,15.04.2020,02:01,14.04.2020,Semenarna Ljubljana d.o.o.,Slovenska Bistrica,https://www.optius.com/iskalci/prosta-delovna-mesta/prodajalec-mz-v-vrtnem-centru-kalia-slovenska-bistrica-727324-727324/,"Semenarna Ljubljana, d.o.o. je v slovenskem prostoru znana po bogati 110-letni tradiciji, kakovostni ponudbi in nenehnemu razvoju na področju pridelave, dodelave in prodaje semena.Smo vodilno semenarsko podjetje v Sloveniji in v širši regiji, ki nenehno širi svojo ponudbo in poslovno mrežo vrtnih centrov Kalia, zato želimo k sodelovanju privabiti nove sodelavce.  Če tudi vas odlikuje visoka strokovnost in profesionalen odnos do dela, ste ustvarjalni, kreativni, prilagodljivi, samoiniciativni, komunikativni in vas veseli delo, vas vabimo, da se nam pridružite.OBJAVLJAMO PROSTO DELOVNO MESTO PRODAJALCA (m/ž) v vrtnem centru Kalia Slovenska Bistrica Opis delovnega mesta   Naloge in odgovornosti: Izbrani kandidat bo zadolžen za naslednja dela in naloge:prevzemanje, pregledovanje in pripravljanje blaga za prodajo, strokovno svetovanje kupcem in pomoč pri prenašanju izbranega / kupljenega blaga, polnjenje prodajnih polic in stojal, skrb za čistočo in urejenost prodajnega in skladiščnega prostora, opravljanje blagajniških del, spremljanje ustreznosti artiklov znotraj poslovne enote (deklaracije, cene, rok trajanja itd.).    Pričakujemo   Od kandidata pričakujemo: Naša pričakovanja:dokončano najmanj IV. stopnjo izobrazbe trgovske, agronomske ali druge ustrezne smeri,   vsaj 2 leti delovnih izkušenj, zaželen je izpit za viličarja, imate odlično razvite komunikacijske veščine, sposobnost dela v timu, ste organizirani, prijazni, vas veseli delo z ljudmi.    Ponujamo   Delovno mesto ponuja: urejeno in stimulativno delovno okolje, pridobivanje novih znanj in delovnih izkušenj. Družba bo z izbranim kandidatom sklenila pogodbo o zaposlitvi za določen čas, nadomeščanje dolgotrajne odsotnosti delavca."
Telefonist (m/ž) - Maribor,https://www.optius.com/iskalci/prosta-delovna-mesta/telefonist-mz-maribor-727286-727286/,15.04.2020,02:01,14.04.2020,Ekosistem plus d.o.o.,Maribor,https://www.optius.com/iskalci/prosta-delovna-mesta/telefonist-mz-maribor-727286-727286/,"Podjetje Ekosistem plus d.o.o., s sedežem v Celju, je del multinacionalne nemške verige podjetij, ki je prisotna že v več kot petdesetih državah. Smo v procesu širjenja in rasti, saj nam potencial trga ponuja povečan obseg dela in poslovanja. Tržimo ekotehnološki izdelek za gospodinjstvo s poudarkom na izboljšanju zdravja in kakovosti življenja, kar potrjujejo tudi vsi pridobljeni certifikati. Opis delovnega mesta   Naloge in odgovornosti: anketiranje dogovarjanje terminov za obisk terenskih sodelavcev iz priporočil naših obstoječih strank (ni prodaja)    Delovni čas polni delovni čas   Pričakujemo   Zahtevane delovne izkušnje 0 - 1 leto   Od kandidata pričakujemo: tekoče govorjenje slovenščine vztrajnost učljivost komunikacijske sposobnosti delovne navade profesionalen odnos do dela zaželene izkušnje (niso pa nujne)    Ponujamo   Delovno mesto ponuja: izobraževanje in usposabljanje prijetno delovno okolje stimulativno plačilo - dodatek na uspešnost možnost zaposlitve za nedoločen čas zaposlitev za polni delovni čas delovno mesto v Mariboru    Poskusno delo: 1 mesec   Mesečno plačilo                               700 - 900 € bruto                                                                          - plus variabilni del plačila vezan na uspešnost"
Blagovni manipulant na oddelku s prehrano m/ž,https://www.optius.com/iskalci/prosta-delovna-mesta/blagovni-manipulant-na-oddelku-s-prehrano-mz-727253-727253/,15.04.2020,02:01,14.04.2020,Rudnidis d.o.o.,Ljubljana Rudnik,https://www.optius.com/iskalci/prosta-delovna-mesta/blagovni-manipulant-na-oddelku-s-prehrano-mz-727253-727253/,"Mednarodna trgovska veriga E. Leclerc v Ljubljani vabi nove sodelavce, da se nam pridružijo v naši družbi.Na oddelku široke potrošnje iščemo zanesljive in odgovorne sodelavce, ki imajo veselje do dela. Vabimo vas, da na nam pošljete svoj življenjepis. Opis delovnega mesta   Naloge in odgovornosti: Izbrani kandidat bo na oddelku s prehrano:pripravljal in opremljal blago z ustreznimi deklaracijami, zlagal artikle na prodajne police, sortiral blago v skladišču, spremljal roke artiklov in o tem obveščal nadrejene, svetoval kupcem o prodajnih artiklih.    Delovni čas polni delovni čas   Pričakujemo   Zahtevane delovne izkušnje 0 - 1 leto   Od kandidata pričakujemo: uresničevanje načrtovanih obveznosti upoštevajoč navodil nadrejenih, skrb za urejeno, čisto in varno okolje, pripravljenost za dvigovanje tudi težjih bremen, zanesljivost, iznajdljivost, natančnost, odgovornost, fleksibilnost.    Ponujamo   Delovno mesto ponuja: takojšnji pričetek z delom, zaposlitev za polni delovni čas (40h), stanoviten dopoldanski delovnik (brez dela na praznike),  zaposlitev za določen čas z možnostjo podaljšanja za nedoločen čas, redno plačilo z možnostjo pridobitve dodatne nagrade, socialno varnost, priložnost za razvoj osebnih kompetenc in napredovanje. Zaposlenim omogočamo brezplačno parkirišče."
Farmacevtski tehnik z opravljenim strokovnim izpitom (m/ž),https://www.optius.com/iskalci/prosta-delovna-mesta/farmacevtski-tehnik-z-opravljenim-strokovnim-izpitom-mz-727252-727252/,15.04.2020,02:01,14.04.2020,Rudnidis d.o.o.,Ljubljana Rudnik,https://www.optius.com/iskalci/prosta-delovna-mesta/farmacevtski-tehnik-z-opravljenim-strokovnim-izpitom-mz-727252-727252/,"Mednarodna trgovska veriga E.Leclerc v Ljubljani vabi novega prodajalca (m/ž) v specializirani trgovini Leposana, da se nam pridruži v naši družbi.V naše vrste vabimo farmacevtskega tehnika z opravljenim strokovnim izpitom za polovični delovni čas (m/ž).Zaposlimo organizirano in predano osebo, ki ima posluh za stranke in je ustrežljiva. Prodaja, svetovanje in spremljanje strank so del našega vsakdana. Opis delovnega mesta   Naloge in odgovornosti: Kot oseba z veseljem do dela v svojem poklicu skrbite za:sprejem in skladiščenje artiklov, vodenje evidence o artiklih in naročanje artiklov, izdaja in prodaja zdravil brez recepta, kozmetičnih artiklov in pripomočkov, prehranskih dopolnil, ustrezno svetovanje strankam o uporabi zdravil brez recepta (OTC), o kozmetičnih in medicinskih pripomočkih, o prehranskih dopolnilih, pripravo in urejenost prodajnih polic,  zlaganje artiklov na police, blagajniško poslovanje, skrb in urejenost prodajnega in skladiščnega prostora, opravljanje drugih nalog skladno z usposobljenostjo kandidata in po navodilih nadrejenih.    Delovni čas polni delovni čas   Pričakujemo   Zahtevane delovne izkušnje 0 - 1 leto   Od kandidata pričakujemo: Potrebno je imeti smisel za organizacijo in urejenost prostora, saj pri svojem delu skrbite tudi za splošno urejenost in založenost vašega oddelka.Od kandidatov pričakujemo:opravljen strokovni izpit za farmacevtskega tehnika, zaželene izkušnje na podobnem delovnem mestu, uporabo osnovnih računalniških orodij, komunikativnost, veselje do dela s strankami ter odlično znanje slovenskega jezika. Priložnost bomo dali:urejeni, odgovorni, natančni, nasmejani in prijazni osebi.    Ponujamo   Delovno mesto ponuja: delo v izkušenem kolektivu, delovno mesto je na voljo takoj, zaposlitev za polni delovni čas, redno plačilo z možnostjo pridobitve dodatne nagrade, socialno varnost, možnost razvoja osebnih kompetenc. na voljo je brezplačno parkirišče.     Oblika zaposlitve ali sodelovanja zaposlitev za določen čas"
Samostojni skladiščnik (m/ž),https://www.optius.com/iskalci/prosta-delovna-mesta/samostojni-skladiscnik-mz-727323-727323/,15.04.2020,02:01,14.04.2020,Slovenijales trgovina d.o.o.,Hoče,https://www.optius.com/iskalci/prosta-delovna-mesta/samostojni-skladiscnik-mz-727323-727323/,"Smo specializirano trgovsko podjetje z več kot 60-letno tradicijo, ki se ukvarja z nabavo in prodajo trgovskega blaga na domačih in tujih trgih. Sestavni del naše dejavnosti je veriga trgovin z mizarskimi delavnicami, v katerih nudimo storitve, kot so izdelava pohištvenih kosov po meri, razrez in robljenje lesenih plošč za posamezne kupce in tudi za proizvodna podjetja manjšega obsega. Ponosni smo na širok prodajni program strešnih kritin, stavbnega pohištva, talnih in stenskih oblog, zunanjih masivnih podov ter pohištvenega okovja za mizarje.K sodelovanju vabimo novega visoko motiviranega in zanesljivega sodelavca za delo na delovnem mestuSAMOSTOJNI SKLADIŠČNIK – m/ž Opis delovnega mesta   Naloge in odgovornosti: samostojno izvajanje skladiščnega poslovanja skladno z načeli dobrega gospodarja in po pravilih stroke    Pričakujemo   Od kandidata pričakujemo: Pogoji za zasedbo delovnega mesta:I., II., IV. ali V. stopnja strokovne izobrazbe trgovske, tehnične ali druge smeri 6 mesecev delovnih izkušenj vozniški izpit B kategorije, zaželen izpit za vožnjo viličarja želene kompetence: sposobnost uporabe strokovnega in funkcionalnega znanja ter izkušenj; vestnost, zanesljivost, poštenost, etičnost; sposobnost odprtega komuniciranja; sposobnost hitrega prilagajanja; občutek za urejenost    Ponujamo   Delovno mesto ponuja: Delovno razmerje bomo sklenili za določen čas treh mesecev, s polnim delovnim časom in kasnejšo možnostjo podaljšanja delovnega razmerja. Delo poteka v centralnem skladišču v Hočah."
Vodja gradbišča (m/ž) ,https://www.optius.com/iskalci/prosta-delovna-mesta/vodja-gradbisca-mz-727322-727322/,15.04.2020,02:01,14.04.2020,JELOVICA HIŠE d.o.o.,Preddvor in teren po Sloveniji,https://www.optius.com/iskalci/prosta-delovna-mesta/vodja-gradbisca-mz-727322-727322/,"Jelovica HIŠE d.o.o. je  podjetje z dolgoletno tradicijo pri izgradnji lesenih montažnih objektov. V Jelovici ustvarjamo tradicionalno moderen, svež in z naravo povezan življenjski slog. Smo ekološko, napredno, moderno in svetovno priznano podjetje, usmerjeni v energetsko učinkovitost naših objektov.K sodelovanju vabimo kreativnega, visoko motiviranega, izkušenegaVODJO GRADBIŠČA m/ž Opis delovnega mesta   Naloge in odgovornosti: Ste strokovni, zanesljivi in motivirani? Vas veseli delo na terenu in v pisarni? In nenazadnje ….. vas zanima dobro plačilo?    Pričakujemo   Od kandidata pričakujemo: Želimo zaposliti kandidate, ki:imate izkušnje na področju vodenja gradbišč, znate komunicirati s strankami in poslovnimi partnerji, ste odgovorni, iščete zaposlitev na dolgi rok v podjetju z dolgoletno tradicijo.    Ponujamo   Delovno mesto ponuja: sklenitev pogodbe o zaposlitvi za določen čas 6 mesecev, s polnim delovnim časom in možnostjo podaljšanja pogodbe o zaposlitvi, kreativno in dinamično delo v uspešnem podjetju in prijetnem delovnem okolju, priložnost za osebno rast in karierni razvoj, stimulativno plačilo, možnost strokovnega izobraževanja."
Osebni asistent / socialni oskrbovalec (m/ž) - Grosuplje,https://www.optius.com/iskalci/prosta-delovna-mesta/osebni-asistent-socialni-oskrbovalec-mz-grosuplje-727292-727292/,15.04.2020,02:01,14.04.2020,Zavod Brez ovir so.p.,Grosuplje,https://www.optius.com/iskalci/prosta-delovna-mesta/osebni-asistent-socialni-oskrbovalec-mz-grosuplje-727292-727292/,"Zavod Brez ovir so.p. zaposli sodelavca (m/ž) na delovno mesto osebni asistent invalidni osebi. Opis delovnega mesta   Naloge in odgovornosti: pomoč pri ohranjanju socialnih stikov, pomoč v gospodinjstvu,  pomoč pri gibanju, posedanju, premeščanju, vstajanju ali nameščanju v ustrezen položaj, pomoč pri umivanju ter vzdrževanju osebne higiene.    Delovni čas polni delovni čas   Pričakujemo   Zahtevane delovne izkušnje 0 - 1 leto   Od kandidata pričakujemo: pripravljenost na delo  vestnost pri delu veselje do dela z ljudmi prilagodljivost veljavni vozniški izpit B kategorije      Ponujamo   Delovno mesto ponuja: zaposlitev takoj redna zaposlitev zaposlitev za polni delovni čas (40ur)    Oblika zaposlitve ali sodelovanja zaposlitev za določen čas   Poskusno delo: 3 mesece   Mesečno plačilo                               900 - 1200 € bruto                                                                         dodatek za prevoz, prehrano"
Osebni asistent / socialni oskrbovalec (m/ž) - Komenda,https://www.optius.com/iskalci/prosta-delovna-mesta/osebni-asistent-socialni-oskrbovalec-mz-komenda-727296-727296/,15.04.2020,02:01,14.04.2020,Zavod Brez ovir so.p.,Komenda,https://www.optius.com/iskalci/prosta-delovna-mesta/osebni-asistent-socialni-oskrbovalec-mz-komenda-727296-727296/,"Zavod Brez ovir so.p. zaposli sodelavca (m/ž) na delovno mesto osebni asistent invalidni osebi. Opis delovnega mesta   Naloge in odgovornosti: pomoč pri ohranjanju socialnih stikov, pomoč v gospodinjstvu,  pomoč pri gibanju, posedanju, premeščanju, vstajanju ali nameščanju v ustrezen položaj, pomoč pri umivanju ter vzdrževanju osebne higiene.    Delovni čas polni delovni čas   Pričakujemo   Zahtevane delovne izkušnje 0 - 1 leto   Od kandidata pričakujemo: pripravljenost na delo  vestnost pri delu veselje do dela z ljudmi prilagodljivost veljavni vozniški izpit B kategorije      Ponujamo   Delovno mesto ponuja: zaposlitev takoj redna zaposlitev zaposlitev za polni delovni čas (40ur) po poteku pogodbe za določen čas, možnost zaposlitve za nedoločen čas.    Oblika zaposlitve ali sodelovanja zaposlitev za določen čas   Poskusno delo: 3 mesece   Mesečno plačilo                               900 - 1200 € bruto                                                                         dodatek za prevoz, prehrano"
