VacancyPost,LinkToJV,ScrapeDate,ScrapeTime,PostDate,Firm,VacancySite,SourceLink,Content
Varnostnik receptor (m/ž) ,https://www.optius.com/iskalci/prosta-delovna-mesta/varnostnik-receptor-mz-726692-726692/,01.04.2020,02:01,31.03.2020,Varovanje Galekom d.o.o.,Dravograd,https://www.optius.com/iskalci/prosta-delovna-mesta/varnostnik-receptor-mz-726692-726692/,"V podjetje GALEKOM vabimo vse ki imajo pozitiven odnos do dela, so komunikativni, ambiciozni  se veselijo izzivov, ter jih veseli delovno mesto varnostnik. Pogoj je opravljen NPK za varnostnika.  Opis delovnega mesta   Naloge in odgovornosti: varovanje objektov in premoženja.    Delovni čas polni delovni čas   Pričakujemo   Zahtevane delovne izkušnje 0 - 1 leto   Od kandidata pričakujemo: komunikativne in urejene kandidate ki jih veseli delo varnostnika, npk varnostnik je pogoj za prijavo na delovno mesto.    Ponujamo   Delovno mesto ponuja: zaposlitev za določen čas z možnostjo podaljšanja.    Poskusno delo: 3 mesece   Mesečno plačilo                               po dogovoru                                                                         Stimulativno plačilo glede na rezultate dela."
Mesar - prodajalec (m/ž) - Spar Ribnica in Spar Kočevje,https://www.optius.com/iskalci/prosta-delovna-mesta/mesar-prodajalec-mz-spar-ribnica-in-spar-kocevje-726687-726687/,01.04.2020,02:01,31.03.2020,Spar Slovenija d.o.o.,"Ribnica, Kočevje",https://www.optius.com/iskalci/prosta-delovna-mesta/mesar-prodajalec-mz-spar-ribnica-in-spar-kocevje-726687-726687/,Mesar - prodajalec (m/ž) - Spar Ribnica in Spar Kočevje
Asistent za registracije (m/ž),https://www.optius.com/iskalci/prosta-delovna-mesta/asistent-za-registracije-mz-726682-726682/,01.04.2020,02:01,31.03.2020,Lek d.d.,Ljubljana,https://www.optius.com/iskalci/prosta-delovna-mesta/asistent-za-registracije-mz-726682-726682/,Asistent za registracije (m/ž)
Inženir tehnične podpore (m/ž) za francosko govoreče trge,https://www.optius.com/iskalci/prosta-delovna-mesta/inzenir-tehnicne-podpore-mz-za-francosko-govorece-trge-726424-726424/,01.04.2020,02:01,31.03.2020,Euro Plus d.o.o. / NiceLabel,Šenčur pri Kranju,https://www.optius.com/iskalci/prosta-delovna-mesta/inzenir-tehnicne-podpore-mz-za-francosko-govorece-trge-726424-726424/,"Želite delovati v dinamičnem mednarodnem okolju, kjer dan ni enak dnevu, obenem pa svojo karierno pot nadaljevati v hitro rastočem tehnološkem podjetju, katerega izdelek se vsak dan dotika življenj milijonov ljudi?Bi radi postali član naše predane ekipe, ki s pomočjo najsodobnejših tehnologij pomaga podjetjem reševati izzive na področju označevanja ter prispevati k temu, da je svet varnejši za vse nas?Kdo smo:  Smo vodilni globalni ponudnik programskih rešitev za oblikovanje etiket in sistemov za označevanje, ki podjetjem vseh velikosti pomagajo izboljšati kakovost, hitrost in učinkovitost označevanja izdelkov, hkrati pa znižati stroške poslovanja.  Kot naš sodelavec/ka boste del globalnega podjetja s sedežem v Sloveniji in hčerinskimi podjetji v Nemčiji, ZDA, Singapurju in na Kitajskem, prek katerih sodelujemo s kupci ter poslovnimi partnerji po vsem svetu. Zaradi hitre in prodorne rasti bi radi okrepili našo ekipo tehnične podpore, zato vabimo novo sodelavko ali sodelavca na delovno mesto INŽENIR TEHNIČNE PODPORE za francosko govoreče trge (m/ž). Delovno mesto je na sedežu družbe v Šenčurju.  Opis delovnega mesta   Naloge in odgovornosti: Ekipa tehnične podpore je odgovorna za zagotavljanje popolne podpore uporabnikom naših produktov in storitev, oz. našim partnerjem po vsem svetu.Naloge:zagotavljanje podpore in reševanjem tehničnih vprašanj preko e-pošte, telefona in drugih elektronskih medijev našim strankam, partnerjem in prodajnemu osebju; tesno sodelovanje z ekipo prodaje in trženja kot pomoč pri zagotavljanju treningov; izvajanje zahtevnejše tehnične podpore za partnerje in končne uporabnike; namestitev produkta končnim strankam in pomoč pri uporabi; priprava zahtevnejših rešitev s standardno programsko opremo; svetovanje, priprava in namestitev zahtevnejših rešitev; administracija internih podpornih zadev; prenos povratnih informacij o ključnih potrebah strank; priprava tehničnih dokumentov in učnih gradiv.    Pričakujemo   Od kandidata pričakujemo: aktivno znanje francoskega (nivo C) in angleškega jezika (nivo C); minimalno VI. stopnjo izobrazbe tehnične smeri; najmanj 3 leta delovnih izkušenj na podobnem področju; izkušnje z nastavitvijo programske opreme in tiskalnikov; poznavanje Microsoft strežniških operacijskih sistemov; poznavanje omrežnih principov (TCPIP, HTTP, DNS, DHCP, Active Directory) osnovno poznavanje skriptnih jezikov VBScript, Phyton; osnovno poznavanje SQL podatkovnih baz.    Ponujamo   Delovno mesto ponuja: Kako je delati za nas?Smo tim. Verjamemo v moč tima. Vrednost za uporabnike naših rešitev najučinkoviteje ustvarjamo s pomočjo dela v skupinah, izmenjave idej in skupnega iskanja najboljših rešitev.  Naš cilj je ustvarjati delovno okolje, v katerem štejejo ideje vseh zaposlenih. Smo radovedni. Negujemo kulturo stalnega učenja in inoviranja. Verjamemo, da radovednost pomembno prispeva k uspehu v poslu. Smo raznoliki. Cenimo prispevek vseh sodelavcev, ki prihajajo iz različnih držav in imajo raznotere izkušnje. Verjamemo, da razlike med nami prispevajo k hitrejši rasti podjetja. Smo vključevalni. Vsak član našega tima ima enake možnosti. Spodbujamo odprto komunikacijo in delitev informacij ter pričakujemo sprejemanje individualne in skupinske odgovornosti. Smo virtualni. Delujemo v virtualnih timih, ki presegajo državne meje in časovne pasove.  Uporaba najnovejših tehnologij nam omogoča učinkovito komunikacijo, sodelovanje in medsebojno usklajevanje.NiceLabel vlaga razvoj zaposlenih ter jim nudi izjemno delovno okolje. Naše rešitve veljajo za najboljše v naši globalni tržni niši. Želimo si ustvariti dobre, zdrave, dolgoročne odnose z našimi strankami, partnerji in zaposlenimi. V podjetju NiceLabel lahko svoje izkušnje in veščine usmerite v zanimive in pomembne projekte, ki  prispevajo k rasti in razvoju podjetja ter vas osebno. Cenimo raznolikost vaših izkušenj in znanj."
Sodelavec v objektnem menedžmentu (m/ž),https://www.optius.com/iskalci/prosta-delovna-mesta/sodelavec-v-objektnem-menedzmentu-mz-726622-726622/,01.04.2020,02:01,31.03.2020,Lidl Slovenija d.o.o. k.d.,Ljubljana (uprava / investicije),https://www.optius.com/iskalci/prosta-delovna-mesta/sodelavec-v-objektnem-menedzmentu-mz-726622-726622/,Sodelavec v objektnem menedžmentu (m/ž)
Sodelavec za kadrovsko administracijo in obračun plač (m/ž),https://www.optius.com/iskalci/prosta-delovna-mesta/sodelavec-za-kadrovsko-administracijo-in-obracun-plac-mz-726686-726686/,01.04.2020,02:01,31.03.2020,Lidl Slovenija d.o.o. k.d.,Komenda,https://www.optius.com/iskalci/prosta-delovna-mesta/sodelavec-za-kadrovsko-administracijo-in-obracun-plac-mz-726686-726686/,Sodelavec za kadrovsko administracijo in obračun plač (m/ž)
Asistent v računovodstvu (m/ž) - Ljubljana,https://www.optius.com/iskalci/prosta-delovna-mesta/asistent-v-racunovodstvu-mz-ljubljana-726680-726680/,01.04.2020,02:01,31.03.2020,EES sistemi d.o.o.,Ljubljana,https://www.optius.com/iskalci/prosta-delovna-mesta/asistent-v-racunovodstvu-mz-ljubljana-726680-726680/,"Podjetje EES sistemi d.o.o. v svojo uspešno in perspektivno delovno sredino vabimo novega sodelavca/ko.  Opis delovnega mesta   Naloge in odgovornosti:  izdaja računov, dobropisov, pošiljanje E-računov (zaželeno poznavanje programa Vasco, ni pa pogoj),  likvidiranje prejetih računov, priprava kompenzacij, asignacij, posojilnih pogodb, opominov, obračunov zamudnih obresti in IOP, uporaba elektronskega bančništva, oddaja E-pobota in E-kompenzacij, priprava dokumentacije za odkup terjatev, oddaja REK obrazcev, izplačilo plač in planiranje sredstev, pomoč računovodkinji pri ostalih delih v računovodstvu.    Pričakujemo   Od kandidata pričakujemo: vsaj VI. stopnjo ekonomske, računovodske ali druge ustrezne smeri, najmanj 5 let delovnih izkušenj z delom v računovodstvu/knjigovodstvu oz. primerljivem delovnem mestu, dobro poznavanje slovenske davčne zakonodaje, SRS, financ in računovodstva, zelo dobro poznavanje programov sistema MS Office (zlasti Excel), dobro znanje angleškega jezika, odlične komunikacijske in organizacijske sposobnosti, natančnost, samostojnost, fleksibilnost, samoiniciativnost ter hkrati timsko naravnanost.    Ponujamo   Delovno mesto ponuja: zaposlitev za določen čas 12 mesecev z 1 mesečnim poskusnim rokom (nadomeščanje porodniške z možnostjo podaljšanja), delo poteka od ponedeljka do petka, za polni delovni čas, v dopoldanskem času, redno plačilo, urejeno, stabilno in prijetno delovno mesto v mlajšem, uspešnem in rastočem kolektivu, delo na sedežu uprave podjetja, možnost brezplačnega parkiranja v neposredni bližini, vse delovne pripomočke za nemoteno opravljanje dela."
Tehnolog za brizganje - specialist (m/ž),https://www.optius.com/iskalci/prosta-delovna-mesta/tehnolog-za-brizganje-specialist-mz-726681-726681/,01.04.2020,02:01,31.03.2020,Fluidmaster d.o.o.,Postojna,https://www.optius.com/iskalci/prosta-delovna-mesta/tehnolog-za-brizganje-specialist-mz-726681-726681/,"Fluidmaster d.o.o. je podjetje s 60 letno tradicijo v svetu, na slovenskem trgu pa je prisoten od leta 2014.Fluidmaster - A GLOBAL FAMILY OF BRANDS: FLUIDMASTER, LIV, SCHWAB, WISA in TORBECK. Temeljna dejavnost podjetja Fluidmaster d. o. o., je razvoj, proizvodnja in trženje izdelkov iz termoplastov. Omenjeno dejavnost družba uresničuje s programom sanitarne tehnike.NAŠE PREDNOSTI:Več kot 50 let izkušenj Prvi razlog za vaše zaupanje. Zadovoljni uporabniki. Letno nam zaupa več kot milijon kupcev. Močan razvojni oddelek. Le ljudje, ki znajo z vodo, lahko snujejo odlične izdelke. Najboljši materiali. Ker zaupamo vaši presoji in za vas izbiramo izključno visokokakovostne materiale. Skrb za okolje. Varčevanje z vodo je naš prispevek.  Opis delovnega mesta   Naloge in odgovornosti: V našem podjetju smo odprti za kader z vizijo, pozitivno energijo in kader, ki je usmerjen k rešitvam. Če vas zanimajo pozitivni izzivi v podjetju s tradicijo, dobro klimo in kjer imate veliko možnosti pri izboljšavah procesa, pridobivanju izkušenj in osebne rasti imate sedaj priložnost, da se nam pridružite.V svoj kolektiv vabimo dinamično, samostojno, odgovorno in dela željno osebo za delovno mesto Tehnolog za brizganje - specialist m/ž. V kolikor imate izkušnje, znanje ter zavzetost za delo, vabimo k sodelovanju sodelavca oz. sodelavko na delovnem mestu Tehnolog za brizganje - specialist m/ž.Delo bo zajemalo predvsem opravljanje sledečih nalog in odgovornosti:Pripravljanje in optimiranje tehnoloških postopkov Izdelovanje tehnološke in procesne dokumentacije Sodelovanje pri odpravljanju motenj v proizvodnem procesu Vodenje evidenc, izdelovanje analiz in priprava poročil Sodelovanje v projektnih skupinah Sodelovanje pri vpeljavi novih procesov v proizvodnji Razvijanje in uvajanje novih tehnoloških rešitev Sodelovanje pri konstruiranju naprav in pripomočkov ter njihovo potrjevanje Upoštevanje osnov za delo (navodila, interni akti, dokumentacija, delovni nalog)    Pričakujemo   Od kandidata pričakujemo: Od kandidata pričakujemo:Podraven VI/1: Višješolsko in višje strokovno izobraževanje / višješolska, višja strokovna in podobna izobrazba; oziroma 3 leta izkušenj s podobnimi deli Strojna Izpit B kategorije in lasten prevoz Poznavanje dokumentacije Samoiniciativnost Organizacijske sposobnosti  Natančnost, organiziranost, odzivnost, zanesljivost Ročne spretnosti Sposobnost za delo pod pritiskom Zahtevane delovne izkušnje in funkcionalna znanja:Zaželene izkušnje na področju tehnologije brizganja  Usposobljenost za delo s programi za modeliranje Usposobljenost za delo s programskimi orodji za projektno delo Napredna usposobljenost za delo s programi za konstruiranje    Ponujamo   Delovno mesto ponuja: Široke možnosti strokovnega izobraževanja in usposabljanja Zaposlitev za nedoločen čas s šest (6) mesečnim poskusnim delom Delo v dinamičnem kolektivu proizvodnje Redno in stimulativno plačilo"
Tehnolog m/ž,https://www.optius.com/iskalci/prosta-delovna-mesta/tehnolog-mz-726616-726616/,01.04.2020,02:01,31.03.2020,PODGORJE tovarna ploskovnega pohištva d.o.o. Šentjernej,Šentjernej,https://www.optius.com/iskalci/prosta-delovna-mesta/tehnolog-mz-726616-726616/,"Podgorje je eden vodilnih evropskih proizvajalcev pohištva za vozila za prosti čas z več kot 60 letno tradicijo pri izdelavi lesenih izdelkov. Svoje poslovne uspehe gradimo na strateških usmeritvah poslovne odličnosti, nenehnega razvoja, napredne tehnologije,  vrhunske kakovosti, dizajna ter vlaganje v zaposlene.Več o nas: www.podgorje.si Opis delovnega mesta   Naloge in odgovornosti: V kolikor imate izkušnje z izdelavo programov na različnih CNC strojih v proizvodnji, imate znanje programov za risanje, poznate delo na CNC strojih, ste motivirani in odgovorni, potem vas vabimo, da pošljete svojo prijavo na prosto delovno mesto Tehnolog m/ž.   Pričakujemo   Od kandidata pričakujemo: najmanj IV. stopnjo izobrazbe lesne ali druge tehnične smeri, 3 – 5 let delovnih izkušenj na podobnem delovnem mestu, izdelava analiz, izdelava programov za CNC stroje v proizvodnji, poznavanje programov za risanje (CAD), sodelovanje s proizvodnim tehnologom in ostalimi službami podjetja, izkušnje z delom na različnih CNC obdelovalnih strojih, sposobnost timskega dela, usmerjenost v rezultate dela in kakovost, pripravljenost za delo v dveh izmenah, opravljen vozniški izpit B kategorije, dokazilo o nekaznovanosti.    Ponujamo   Delovno mesto ponuja: delo v uveljavljenem podjetju in prijetnem kolektivu, možnost strokovnega razvoja, možnost napredovanja, zaposlitev za polni delovni čas, zaposlitev za določen čas, kasneje možnost dolgoročne zaposlitve."
Prodajni inženir m/ž,https://www.optius.com/iskalci/prosta-delovna-mesta/prodajni-inzenir-mz-726661-726661/,01.04.2020,02:01,31.03.2020,MANPOWER d.o.o.,Maribor,https://www.optius.com/iskalci/prosta-delovna-mesta/prodajni-inzenir-mz-726661-726661/,"Za našega naročnika, podjetje, ki se ukvarja s proizvodnjo strojev za obdelavo lesa, iščemo Prodajnega inženirja m/ž. Opis delovnega mesta   Naloge in odgovornosti: Prodaja strojev za obdelavo lesa doma in po svetu    Delovni čas polni delovni čas   Pričakujemo   Od kandidata pričakujemo: VI., VI/1., VI/2., VII. stopnja izobrazbe, strojne smeri Izkušnje iz lesne strojegradnje Aktivno znanje nemškega in angleškega jezika Vsaj dveletne delovne izkušnje na podobnem delovnem mestu Timsko delo Pripravljenost na delo v tujini    Ponujamo   Delovno mesto ponuja: Zanimivo delo v dinamičnem okolju Možnost osebne in strokovne rasti Možnost zaposlitve za nedoločen čas Stimulativno plačilo"
