Delovno_mesto_link	Delovno_mesto	Datum_objave	Podjetje	Kraj_dela	REQUEST_URL	RESPONSE_URL	RESPONSE_DATE	RESPONSE_TIME	datum_strganja	res
"https://www.mojedelo.com/resevalec-iz-vode-v-termah-krka/d-307784?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"	"Reševalec iz vode v Termah Krka"	"Danes"	"Terme Krka d.o.o."	"Terme Dolenjske Toplice, Terme Šmarješke Toplice in Talas Strunjan"	"https://www.mojedelo.com/prosta-delovna-mesta/vsa-delovna-mesta?p=1"	"https://www.mojedelo.com/prosta-delovna-mesta/vsa-delovna-mesta?p=1"	"08.29.2017"	"04:00:54"	"29.08.2017 02:00:55"	"https://www.mojedelo.com/resevalec-iz-vode-v-termah-krka/d-307784?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"
"https://www.mojedelo.com/monter-kovinskih-konstrukcij-in-transportne-tehnike/d-341025?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"	"Ključavničar - delo v proizvodnji"	"Danes"	"VORIO d.o.o."	"Tujina"	""	""	""	""	"29.08.2017 02:00:55"	"https://www.mojedelo.com/monter-kovinskih-konstrukcij-in-transportne-tehnike/d-341025?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"
"https://www.mojedelo.com/elektronik/d-341950?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"	"Monter kovinskih konstrukcij in transportne tehnike"	"Danes"	"VORIO d.o.o."	"Tujina"	""	""	""	""	"29.08.2017 02:00:55"	"https://www.mojedelo.com/elektronik/d-341950?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"
"https://www.mojedelo.com/livar/d-341949?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"	"Elektronik"	"Danes"	"DEKRA ZAPOSLITEV d.o.o."	"Cerknica"	""	""	""	""	"29.08.2017 02:00:55"	"https://www.mojedelo.com/livar/d-341949?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"
"https://www.mojedelo.com/kuhar/d-341948?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"	"Livar"	"Danes"	"DEKRA ZAPOSLITEV d.o.o."	"Cerknica"	""	""	""	""	"29.08.2017 02:00:55"	"https://www.mojedelo.com/kuhar/d-341948?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"
"https://www.mojedelo.com/picopek/d-341947?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"	"Kuhar"	"Danes"	"DEKRA ZAPOSLITEV d.o.o."	"Ljubljana"	""	""	""	""	"29.08.2017 02:00:55"	"https://www.mojedelo.com/picopek/d-341947?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"
"https://www.mojedelo.com/komisionar-zamrznjenega-programa-mz/d-341888?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"	"Picopek"	"Danes"	"DEKRA ZAPOSLITEV d.o.o."	"Ljubljana"	""	""	""	""	"29.08.2017 02:00:55"	"https://www.mojedelo.com/komisionar-zamrznjenega-programa-mz/d-341888?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"
"https://www.mojedelo.com/delavec-v-proizvodnji-mz/d-341897?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"	"Komisionar zamrznjenega programa m/ž"	"Včeraj"	"HSG KARIERA"	"Ljubljana"	""	""	""	""	"29.08.2017 02:00:55"	"https://www.mojedelo.com/delavec-v-proizvodnji-mz/d-341897?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"
"https://www.mojedelo.com/skladiscnik-mz/d-341944?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"	"Delavec v proizvodnji m/ž"	"Včeraj"	"HSG KARIERA"	"okolica Radovljice"	""	""	""	""	"29.08.2017 02:00:55"	"https://www.mojedelo.com/skladiscnik-mz/d-341944?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"
"https://www.mojedelo.com/vzdrzevalec-mehatronik-mz/d-341894?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"	"Skladiščnik m/ž"	"Včeraj"	"HSG KARIERA"	"Dravograd"	""	""	""	""	"29.08.2017 02:00:55"	"https://www.mojedelo.com/vzdrzevalec-mehatronik-mz/d-341894?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"
