Delovno_mesto_link	Delovno_mesto	Datum_objave	Podjetje	Kraj_dela	REQUEST_URL	RESPONSE_URL	RESPONSE_DATE	RESPONSE_TIME	datum_strganja	res
"https://www.mojedelo.com/mesar-na-obmocju-bovca/d-345327?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"	"Mesar na območju Bovca"	"Danes"	"Mercator d.d."	"Bovec"	"https://www.mojedelo.com/prosta-delovna-mesta/vsa-delovna-mesta?p=1"	"https://www.mojedelo.com/prosta-delovna-mesta/vsa-delovna-mesta?p=1"	"11.07.2017"	"04:00:33"	"07.11.2017 03:00:33"	"https://www.mojedelo.com/mesar-na-obmocju-bovca/d-345327?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"
"https://www.mojedelo.com/proizvodni-delavec-i-mz/d-351874?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"	"Proizvodni delavec I m/ž"	"Danes"	"PAPIROTI, vse iz papirja, d.o.o."	"Senovo"	""	""	""	""	"07.11.2017 03:00:33"	"https://www.mojedelo.com/proizvodni-delavec-i-mz/d-351874?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"
"https://www.mojedelo.com/komercialist-na-terenu/d-351461?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"	"Komercialist na terenu"	"Danes"	"Elementa elektronika d.o.o."	"SLOVENIJA"	""	""	""	""	"07.11.2017 03:00:33"	"https://www.mojedelo.com/komercialist-na-terenu/d-351461?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"
"https://www.mojedelo.com/vodenje-oddelka-avtomatizacije-proizvodnih-procesov-montaza/d-351137?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"	"Vodenje oddelka avtomatizacije proizvodnih procesov (montaža)"	"Danes"	"Hidria TC Tehnološki center d.o.o"	"Koper"	""	""	""	""	"07.11.2017 03:00:33"	"https://www.mojedelo.com/vodenje-oddelka-avtomatizacije-proizvodnih-procesov-montaza/d-351137?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"
"https://www.mojedelo.com/prodajno-tehnicni-predstavnik-maziva-avtomotivi/d-347124?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"	"Prodajno tehnični predstavnik maziva Avtomotivi"	"Danes"	"Fuchs Maziva LSL d.o.o."	"Osrednja Slovenija, Gorenjska, Primorska, Notranjska"	""	""	""	""	"07.11.2017 03:00:33"	"https://www.mojedelo.com/prodajno-tehnicni-predstavnik-maziva-avtomotivi/d-347124?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"
"https://www.mojedelo.com/disponent-organizator-prevozov-ljubljana/d-345727?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"	"Disponent-organizator prevozov (Ljubljana)"	"Danes"	"Vergi, transport in storitve d.o.o."	"Slovenija"	""	""	""	""	"07.11.2017 03:00:33"	"https://www.mojedelo.com/disponent-organizator-prevozov-ljubljana/d-345727?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"
"https://www.mojedelo.com/komercialist-na-podrocju-prodaje-stavbnega-pohistva/d-342973?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"	"Komercialist na področju prodaje stavbnega pohištva"	"Danes"	"MATON d.o.o."	"Ljubljana"	""	""	""	""	"07.11.2017 03:00:33"	"https://www.mojedelo.com/komercialist-na-podrocju-prodaje-stavbnega-pohistva/d-342973?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"
"https://www.mojedelo.com/specialist-strojnega-vida/d-351927?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"	"Specialist strojnega vida"	"Včeraj"	"Kolektor Orodjarna d.o.o."	"Ljubljana"	""	""	""	""	"07.11.2017 03:00:33"	"https://www.mojedelo.com/specialist-strojnega-vida/d-351927?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"
"https://www.mojedelo.com/vodja-projektov-z-izkusnjami-na-podrocju-industrijske-avtomatizacije/d-351929?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"	"Vodja projektov z izkušnjami na področju industrijske avtomatizacije"	"Včeraj"	"Kolektor Orodjarna d.o.o."	"Ljubljana"	""	""	""	""	"07.11.2017 03:00:33"	"https://www.mojedelo.com/vodja-projektov-z-izkusnjami-na-podrocju-industrijske-avtomatizacije/d-351929?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"
"https://www.mojedelo.com/prodajni-inzenir/d-351930?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"	"Prodajni inženir"	"Včeraj"	"Kolektor Orodjarna d.o.o."	"Ljubljana"	""	""	""	""	"07.11.2017 03:00:33"	"https://www.mojedelo.com/prodajni-inzenir/d-351930?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"
"https://www.mojedelo.com/vzdrzevalec-mz-1-delavec/d-352031?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"	"Vzdrževalec m/ž – 1 delavec"	"Včeraj"	"SALESIANER MIETTEX PERITEKS d.o.o."	"Rogaška Slatina"	""	""	""	""	"07.11.2017 03:00:33"	"https://www.mojedelo.com/vzdrzevalec-mz-1-delavec/d-352031?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"
"https://www.mojedelo.com/konstrukter-elektrotehnike-avstrija/d-351650?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"	"Konstrukter elektrotehnike - Avstrija"	"Včeraj"	"ACTIVE SOLUTION"	"Gradec"	""	""	""	""	"07.11.2017 03:00:33"	"https://www.mojedelo.com/konstrukter-elektrotehnike-avstrija/d-351650?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"
"https://www.mojedelo.com/tehnolog-elektro-vzdrzevanja-mz/d-352017?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"	"Tehnolog elektro vzdrževanja m/ž"	"Včeraj"	"Trgotur d.o.o."	"Štore"	""	""	""	""	"07.11.2017 03:00:33"	"https://www.mojedelo.com/tehnolog-elektro-vzdrzevanja-mz/d-352017?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"
