Delovno_mesto_link	Delovno_mesto	Datum_objave	Podjetje	Kraj_dela	REQUEST_URL	RESPONSE_URL	RESPONSE_DATE	RESPONSE_TIME	datum_strganja	res
"https://www.mojedelo.com/skladiscnik/d-319275?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja"	"Upravljalec vzdrževalec"	"Danes"	"Pivovarna Laško Union d.o.o."	"Laško"	"https://www.mojedelo.com/prosta-delovna-mesta/vsa-podrocja"	"https://www.mojedelo.com/prosta-delovna-mesta/vsa-podrocja"	"06.01.2017"	"04:00:41"	"1.6.2017 2:00:41"	"https://www.mojedelo.com/skladiscnik/d-319275?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja"
"https://www.mojedelo.com/mesarji-v-ljubljani-in-okolici/d-315990?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja"	"Vodja projektne pisarne"	"Včeraj"	"TAKTIKA PLUS d.o.o."	"Šempeter pri Gorici in Ljubljana"	""	""	""	""	"1.6.2017 2:00:41"	"https://www.mojedelo.com/mesarji-v-ljubljani-in-okolici/d-315990?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja"
"https://www.mojedelo.com/vodja-tehnoloskih-inovacij-in-procesov/d-325696?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja"	"Strokovnjak za obdelavo zavarovalnih primerov"	"Včeraj"	"Vzajemna d.v.z."	"Ljubljana"	""	""	""	""	"1.6.2017 2:00:41"	"https://www.mojedelo.com/vodja-tehnoloskih-inovacij-in-procesov/d-325696?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja"
"https://www.mojedelo.com/vzdrzevalec/d-320493?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja"	"Svetovalec / agent v kontaktnem centru"	"Včeraj"	"CDE nove tehnologije d.o.o."	"Ljubljana"	""	""	""	""	"1.6.2017 2:00:41"	"https://www.mojedelo.com/vzdrzevalec/d-320493?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja"
"https://www.mojedelo.com/pospesevanje-prodaje/d-295409?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja"	"Inženir mehatronike oz. strojništva"	"Včeraj"	"CHR Partners d.o.o."	"Ljubljana"	""	""	""	""	"1.6.2017 2:00:41"	"https://www.mojedelo.com/pospesevanje-prodaje/d-295409?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja"
"https://www.mojedelo.com/tehnolog-za-vrtnarsko-pridelavo/d-325739?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja"	"Asistent v prodaji"	"30.5.2017"	"Baton d.o.o."	"Ljubljana"	""	""	""	""	"1.6.2017 2:00:41"	"https://www.mojedelo.com/tehnolog-za-vrtnarsko-pridelavo/d-325739?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja"
"https://www.mojedelo.com/pismonosa-koroska/d-326222?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%3Fp%3D2"	"Pismonoša - Koroška"	"Danes"	"Pošta Slovenije d.o.o."	"Koroška"	"https://www.mojedelo.com/prosta-delovna-mesta/vsa-podrocja?p=2"	"https://www.mojedelo.com/prosta-delovna-mesta/vsa-podrocja?p=2"	"06.01.2017"	"04:00:50"	"1.6.2017 2:00:50"	"https://www.mojedelo.com/pismonosa-koroska/d-326222?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%3Fp%3D2"
"https://www.mojedelo.com/pismonosa-ptuj-z-okolico/d-326224?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%3Fp%3D2"	"Pismonoša - Ptuj z okolico"	"Danes"	"Pošta Slovenije d.o.o."	"Ptuj z okolico"	""	""	""	""	"1.6.2017 2:00:50"	"https://www.mojedelo.com/pismonosa-ptuj-z-okolico/d-326224?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%3Fp%3D2"
"https://www.mojedelo.com/pismonosa-maribor-z-okolico/d-326241?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%3Fp%3D2"	"Pismonoša - Maribor z okolico"	"Danes"	"Pošta Slovenije d.o.o."	"Maribor z okolico"	""	""	""	""	"1.6.2017 2:00:50"	"https://www.mojedelo.com/pismonosa-maribor-z-okolico/d-326241?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%3Fp%3D2"
"https://www.mojedelo.com/pismonosa-murska-sobota-z-okolico/d-326227?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%3Fp%3D2"	"Pismonoša - Murska Sobota z okolico"	"Danes"	"Pošta Slovenije d.o.o."	"Murska Sobota z okolico"	""	""	""	""	"1.6.2017 2:00:50"	"https://www.mojedelo.com/pismonosa-murska-sobota-z-okolico/d-326227?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%3Fp%3D2"
