Delovno_mesto_link	Delovno_mesto	Datum_objave	Podjetje	Kraj_dela	REQUEST_URL	RESPONSE_URL	RESPONSE_DATE	RESPONSE_TIME	datum_strganja	res
"https://www.mojedelo.com/pomocnik-vodje-projektov/d-327070?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja"	"Vodja marketinga"	"Danes"	"ZAVAS d.o.o."	"Trzin"	"https://www.mojedelo.com/prosta-delovna-mesta/vsa-podrocja"	"https://www.mojedelo.com/prosta-delovna-mesta/vsa-podrocja"	"06.05.2017"	"09:11:08"	"5.6.2017 7:11:09"	"https://www.mojedelo.com/pomocnik-vodje-projektov/d-327070?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja"
"https://www.mojedelo.com/poslovni-asistent-tehnicnega-direktorja/d-327094?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja"	"Vodja logistike transporta"	"Danes"	"DEKRA ZAPOSLITEV d.o.o."	"Koper"	""	""	""	""	"5.6.2017 7:11:09"	"https://www.mojedelo.com/poslovni-asistent-tehnicnega-direktorja/d-327094?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja"
"https://www.mojedelo.com/voznik-vilicarja-mz/d-327889?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja"	"CNC Maschinenbediener/in / Posluževalec CNC stroja"	"3.6.2017"	"ACE consulting GmbH"	"Avstrija"	""	""	""	""	"5.6.2017 7:11:09"	"https://www.mojedelo.com/voznik-vilicarja-mz/d-327889?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja"
"https://www.mojedelo.com/delavec-v-proizvodnji-mz/d-327759?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja"	"Delavec v proizvodnji za srednje zahtevna dela – livarna"	"3.6.2017"	"Hidria Rotomatika d.o.o."	"Spodnja Idrija"	""	""	""	""	"5.6.2017 7:11:09"	"https://www.mojedelo.com/delavec-v-proizvodnji-mz/d-327759?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja"
"https://www.mojedelo.com/frizerka/d-316570?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja"	"Orodjar"	"3.6.2017"	"Hidria Rotomatika d.o.o."	"Spodnja Idrija in Koper"	""	""	""	""	"5.6.2017 7:11:09"	"https://www.mojedelo.com/frizerka/d-316570?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja"
"https://www.mojedelo.com/delavec-v-proizvodnji/d-311519?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%3Fp%3D2"	"Delavec v proizvodnji"	"Danes"	"Trummer osebni servis d.o.o."	"Ptuj"	"https://www.mojedelo.com/prosta-delovna-mesta/vsa-podrocja?p=2"	"https://www.mojedelo.com/prosta-delovna-mesta/vsa-podrocja?p=2"	"06.05.2017"	"09:11:16"	"5.6.2017 7:11:16"	"https://www.mojedelo.com/delavec-v-proizvodnji/d-311519?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%3Fp%3D2"
"https://www.mojedelo.com/nocni-receptor/d-304904?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%3Fp%3D2"	"Nočni receptor"	"Danes"	"Terme Krka d.o.o."	"Novo mesto"	""	""	""	""	"5.6.2017 7:11:16"	"https://www.mojedelo.com/nocni-receptor/d-304904?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%3Fp%3D2"
"https://www.mojedelo.com/kljucavnicarschlosserin/d-304256?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%3Fp%3D2"	"Ključavničar/Schlosser/in"	"Danes"	"ACE consulting GmbH"	"Bezirk Schärding, Avstrija"	""	""	""	""	"5.6.2017 7:11:16"	"https://www.mojedelo.com/kljucavnicarschlosserin/d-304256?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%3Fp%3D2"
"https://www.mojedelo.com/strojnik-tgm/d-304243?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%3Fp%3D2"	"Strojnik TGM"	"Danes"	"Trummer osebni servis d.o.o."	"Okolica Maribora"	""	""	""	""	"5.6.2017 7:11:16"	"https://www.mojedelo.com/strojnik-tgm/d-304243?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%3Fp%3D2"
"https://www.mojedelo.com/produktni-vodja-mz/d-326925?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%3Fp%3D2"	"Produktni vodja m/ž"	"Danes"	"INSPHARMA d.o.o."	"Celotna Slovenija"	""	""	""	""	"5.6.2017 7:11:16"	"https://www.mojedelo.com/produktni-vodja-mz/d-326925?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%3Fp%3D2"
