Delovno_mesto_link	Delovno_mesto	Datum_objave	Podjetje	Kraj_dela	REQUEST_URL	RESPONSE_URL	RESPONSE_DATE	RESPONSE_TIME	datum_strganja	res
"https://www.mojedelo.com/prodajalkeprodajalci/d-333329?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"	"Prodajalke/Prodajalci"	"Danes"	"Lisca d.d."	"Kranj, Koper, Portorož"	"https://www.mojedelo.com/prosta-delovna-mesta/vsa-delovna-mesta?p=1"	"https://www.mojedelo.com/prosta-delovna-mesta/vsa-delovna-mesta?p=1"	"06.26.2017"	"09:11:29"	"26.6.2017 7:11:33"	"https://www.mojedelo.com/prodajalkeprodajalci/d-333329?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"
"https://www.mojedelo.com/front-end-razvojni-inzenir-mz/d-333362?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"	"Front end razvojni inženir (m/ž)"	"Danes"	"COMPETO d.o.o."	"Ljubljana"	""	""	""	""	"26.6.2017 7:11:33"	"https://www.mojedelo.com/front-end-razvojni-inzenir-mz/d-333362?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"
"https://www.mojedelo.com/delo-v-mesni-proizvodnji-mz/d-333279?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"	"Delo v mesni proizvodnji (m/ž)"	"Danes"	"ADECCO H.R. d.o.o."	"Kamnik"	""	""	""	""	"26.6.2017 7:11:33"	"https://www.mojedelo.com/delo-v-mesni-proizvodnji-mz/d-333279?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"
"https://www.mojedelo.com/skladiscnik-v-proizvodnem-podjetju/d-333443?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"	"Skladiščnik v proizvodnem podjetju"	"Danes"	"Roltek d.o.o."	"Dob pri Domžalah"	""	""	""	""	"26.6.2017 7:11:33"	"https://www.mojedelo.com/skladiscnik-v-proizvodnem-podjetju/d-333443?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"
"https://www.mojedelo.com/prodajalecserviser/d-333389?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"	"Prodajalec/serviser"	"Danes"	"Hervis Sport in Moda d.o.o."	"Velenje"	""	""	""	""	"26.6.2017 7:11:33"	"https://www.mojedelo.com/prodajalecserviser/d-333389?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"
"https://www.mojedelo.com/zelezokrivec/d-333382?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"	"Železokrivec"	"Danes"	"AGN MONT d.o.o"	"Avstrija, Innsbruck"	""	""	""	""	"26.6.2017 7:11:33"	"https://www.mojedelo.com/zelezokrivec/d-333382?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"
"https://www.mojedelo.com/varilec/d-333383?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"	"Varilec"	"Danes"	"AGN MONT d.o.o"	"Nemčija- Herzlake"	""	""	""	""	"26.6.2017 7:11:33"	"https://www.mojedelo.com/varilec/d-333383?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"
"https://www.mojedelo.com/pomocnik-v-kamnosestvu/d-333385?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"	"Pomočnik v  kamnoseštvu"	"Danes"	"AGN MONT d.o.o"	"Okolica Dravograda"	""	""	""	""	"26.6.2017 7:11:33"	"https://www.mojedelo.com/pomocnik-v-kamnosestvu/d-333385?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"
"https://www.mojedelo.com/razvojni-tehnolog-elektricnih-naprav/d-323349?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"	"Razvojni tehnolog električnih naprav"	"Danes"	"Studio Moderna d.o.o."	"Ljubljana"	""	""	""	""	"26.6.2017 7:11:33"	"https://www.mojedelo.com/razvojni-tehnolog-elektricnih-naprav/d-323349?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"
"https://www.mojedelo.com/produktni-vodja-hisnega-tekstila/d-323342?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"	"Produktni vodja hišnega tekstila"	"Danes"	"Studio Moderna d.o.o."	"Ljubljana"	""	""	""	""	"26.6.2017 7:11:33"	"https://www.mojedelo.com/produktni-vodja-hisnega-tekstila/d-323342?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"
"https://www.mojedelo.com/produktni-vodja-elektricnih-naprav/d-323339?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"	"Produktni vodja električnih naprav"	"Danes"	"Studio Moderna d.o.o."	"Ljubljana"	""	""	""	""	"26.6.2017 7:11:33"	"https://www.mojedelo.com/produktni-vodja-elektricnih-naprav/d-323339?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"
"https://www.mojedelo.com/kontrolor-kakovosti-tekstilnih-izdelkov/d-323333?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"	"Kontrolor kakovosti tekstilnih izdelkov"	"Danes"	"Studio Moderna d.o.o."	"Ljubljana"	""	""	""	""	"26.6.2017 7:11:33"	"https://www.mojedelo.com/kontrolor-kakovosti-tekstilnih-izdelkov/d-323333?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"
"https://www.mojedelo.com/strokovnjak-za-relacijske-podatkovne-baze/d-328949?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"	"Strokovnjak za relacijske podatkovne baze"	"Danes"	"Actual I.T. d. d."	"Koper"	""	""	""	""	"26.6.2017 7:11:33"	"https://www.mojedelo.com/strokovnjak-za-relacijske-podatkovne-baze/d-328949?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"
"https://www.mojedelo.com/cnc-operater-mz/d-323840?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"	"Vodja marketinga"	"Danes"	"ZAVAS d.o.o."	"Trzin"	""	""	""	""	"26.6.2017 7:11:33"	"https://www.mojedelo.com/cnc-operater-mz/d-323840?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"
"https://www.mojedelo.com/avtoserviser/d-332947?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"	"CNC operater m/ž"	"Danes"	"Naton d.o.o."	"Logatec"	""	""	""	""	"26.6.2017 7:11:33"	"https://www.mojedelo.com/avtoserviser/d-332947?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"
"https://www.mojedelo.com/tehnik-zdravstvene-nege-leoben/d-321983?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"	"Avtoserviser"	"24.6.2017"	"Rogelj & Rogelj, d.o.o."	"Ljubljana"	""	""	""	""	"26.6.2017 7:11:33"	"https://www.mojedelo.com/tehnik-zdravstvene-nege-leoben/d-321983?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"
"https://www.mojedelo.com/tehnik-zdravstvene-nege-lustenau/d-321982?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"	"Upravljalec linije v obratu za varjenje in sestavo karoserij / Vzdrževalec robotiziranih linij"	"24.6.2017"	"Revoz d.d."	"Novo mesto"	""	""	""	""	"26.6.2017 7:11:33"	"https://www.mojedelo.com/tehnik-zdravstvene-nege-lustenau/d-321982?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-delovna-mesta%3Fp%3D1"
