Delovno_mesto_link	Delovno_mesto	Podjetje	Datum_objave	Kraj_dela	REQUEST_URL	RESPONSE_URL	REPONSE_DATE	RESPONSE_TIME	datum_strganja	res
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Nabavnik-za-stratesko-prehransko-surovino-mz-76226.php"	"Nabavnik za strateško prehransko surovino (m/ž)"	"Trescon d.o.o."	"Objavljeno: 24.07.2017"	"Kraj dela: Vzhodna Slovenija"	"http://www.mojazaposlitev.si/prosta-delovna-mesta/?1=1&_action=submit&adsPerPage=50&_action=submit#jobsAds"	"https://www.mojazaposlitev.si/prosta-delovna-mesta/?1=1&_action=submit&adsPerPage=50&_action=submit"	"07.25.2017"	"04:00:14"	"25.07.2017 02:00:16"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Nabavnik-za-stratesko-prehransko-surovino-mz-76226.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Sodelavec-za-pomozna-dela-in-pakiranje-mz-76224.php"	"Sodelavec za pomožna dela in pakiranje (m/ž)"	"Agencija M servis, kadrovske storitve, d.o.o."	"Objavljeno: 24.07.2017"	"Kraj dela: Škofja Loka"	""	""	""	""	"25.07.2017 02:00:16"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Sodelavec-za-pomozna-dela-in-pakiranje-mz-76224.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Sodelavec-za-lazja-fizicna-dela-mz-76222.php"	"Sodelavec za lažja fizična dela (m/ž)"	"Agencija M servis, kadrovske storitve, d.o.o."	"Objavljeno: 24.07.2017"	"Kraj dela: Škofja Loka"	""	""	""	""	"25.07.2017 02:00:16"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Sodelavec-za-lazja-fizicna-dela-mz-76222.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Monter-kovinskih-konstrukcij-mz---vec-oseb-76217.php"	"Monter kovinskih konstrukcij (m/ž) - več oseb"	"MTD BIO d.o.o."	"Objavljeno: 24.07.2017"	"Kraj dela: Tujina (Nemčija)"	""	""	""	""	"25.07.2017 02:00:16"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Monter-kovinskih-konstrukcij-mz---vec-oseb-76217.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Kalkulant-mz-76220.php"	"Kalkulant (m/ž)"	"Tagro d.o.o."	"Objavljeno: 24.07.2017"	"Kraj dela: Ljubljana, terensko delo"	""	""	""	""	"25.07.2017 02:00:16"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Kalkulant-mz-76220.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Lektor-mz-76206.php"	"Lektor (m/ž)"	"Media24 d.o.o."	"Objavljeno: 24.07.2017"	"Kraj dela: Ljubljana"	""	""	""	""	"25.07.2017 02:00:16"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Lektor-mz-76206.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Skladiscnik-v-farmacevtski-industriji-mz---Lendava-76215.php"	"Skladiščnik v farmacevtski industriji (m/ž) - Lendava"	"Kariera d.o.o."	"Objavljeno: 24.07.2017"	"Kraj dela: Lendava"	""	""	""	""	"25.07.2017 02:00:16"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Skladiscnik-v-farmacevtski-industriji-mz---Lendava-76215.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Lakirnicar-76214.php"	"Lakirničar m/ž"	"ATAMA, d.o.o."	"Objavljeno: 24.07.2017"	"Kraj dela: Dolenjska in osrednjeslovenska regija"	""	""	""	""	"25.07.2017 02:00:16"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Lakirnicar-76214.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Samostojni-natakar-76213.php"	"Samostojni natakar m/ž"	"ATAMA, d.o.o."	"Objavljeno: 24.07.2017"	"Kraj dela: Osrednjeslovenska regija"	""	""	""	""	"25.07.2017 02:00:16"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Samostojni-natakar-76213.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Vilicarist-komisionar-mz-v-Novem-mestu-76212.php"	"Viličarist komisionar (m/ž) v Novem mestu"	"Kariera d.o.o."	"Objavljeno: 24.07.2017"	"Kraj dela: Novo mesto"	""	""	""	""	"25.07.2017 02:00:16"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Vilicarist-komisionar-mz-v-Novem-mestu-76212.php"
