Delovno_mesto_link	Delovno_mesto	Podjetje	Datum_objave	Kraj_dela	REQUEST_URL	RESPONSE_URL	REPONSE_DATE	RESPONSE_TIME	datum_strganja	res
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Vodja-skupine-za-logistiko-mz---Koper-72014.php"	"Vodja skupine za logistiko (m/ž) - Koper"	"OBI d.o.o."	"Objavljeno: 08.05.2017"	"Kraj dela: Koper"	"http://www.mojazaposlitev.si/prosta-delovna-mesta/?1=1&_action=submit&adsPerPage=50&_action=submit#jobsAds"	"https://www.mojazaposlitev.si/prosta-delovna-mesta/?1=1&_action=submit&adsPerPage=50&_action=submit"	"05.08.2017"	"09:10:47"	"8.5.2017 7:10:52"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Vodja-skupine-za-logistiko-mz---Koper-72014.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Vodja-skupine-za-logistiko-mz---Nova-Gorica-72013.php"	"Vodja skupine za logistiko (m/ž) - Nova Gorica"	"OBI d.o.o."	"Objavljeno: 08.05.2017"	"Kraj dela: Nova Gorica"	""	""	""	""	"8.5.2017 7:10:52"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Vodja-skupine-za-logistiko-mz---Nova-Gorica-72013.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Prodajalec-svetovalec-mz-za-vrt-72012.php"	"Prodajalec-svetovalec (m/ž) za vrt"	"OBI d.o.o."	"Objavljeno: 08.05.2017"	"Kraj dela: Ptuj"	""	""	""	""	"8.5.2017 7:10:52"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Prodajalec-svetovalec-mz-za-vrt-72012.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Tajnik-71628.php"	"Tajnik m/ž"	"BIOTEH d.o.o."	"Objavljeno: 08.05.2017"	"Kraj dela: Radomlje"	""	""	""	""	"8.5.2017 7:10:52"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Tajnik-71628.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/CNC-Strugar-72023.php"	"CNC Strugar m/ž"	"HTS Skupina d.o.o."	"Objavljeno: 08.05.2017"	"Kraj dela: Avstrija, Nemčija"	""	""	""	""	"8.5.2017 7:10:52"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/CNC-Strugar-72023.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Disponent--organizator-prevozov-72015.php"	"Disponent / organizator prevozov m/ž"	"Vrba d.o.o."	"Objavljeno: 08.05.2017"	"Kraj dela: Jesenice"	""	""	""	""	"8.5.2017 7:10:52"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Disponent--organizator-prevozov-72015.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Telemarketing---prodajni-agent-mz---Ljubljana-72022.php"	"Telemarketing - prodajni agent (m/ž) - Ljubljana"	"Goldtrade d.o.o."	"Objavljeno: 08.05.2017"	"Kraj dela: Ljubljana"	""	""	""	""	"8.5.2017 7:10:52"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Telemarketing---prodajni-agent-mz---Ljubljana-72022.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Pleskar-71970.php"	"Pleskar m/ž"	"Direkt marketing Andrej Ljubec s.p."	"Objavljeno: 08.05.2017"	"Kraj dela: Švica"	""	""	""	""	"8.5.2017 7:10:52"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Pleskar-71970.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/IT-strokovnjak-mz-71897.php"	"IT strokovnjak (m/ž)"	"DEKRA zaposlitev d.o.o."	"Objavljeno: 08.05.2017"	"Kraj dela: Koper"	""	""	""	""	"8.5.2017 7:10:52"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/IT-strokovnjak-mz-71897.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Kuhar---kuharski-pomocnik-71996.php"	"Kuhar - kuharski pomočnik m/ž"	"Argentino d.o.o."	"Objavljeno: 07.05.2017"	"Kraj dela: Ljubljana - BTC"	""	""	""	""	"8.5.2017 7:10:52"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Kuhar---kuharski-pomocnik-71996.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Asistent-vodje-nakupovalnega-sredisca-71954.php"	"Asistent vodje nakupovalnega središča m/ž"	"SES Center Management d.o.o."	"Objavljeno: 06.05.2017"	"Kraj dela: Ljubljana - Citypark"	""	""	""	""	"8.5.2017 7:10:52"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Asistent-vodje-nakupovalnega-sredisca-71954.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Sodelavec-ka-v-logistiki-za-pripravo-blaga-71932.php"	"Sodelavec/-ka v logistiki (za pripravo blaga) m/ž"	"Hofer trgovina d.o.o."	"Objavljeno: 06.05.2017"	"Kraj dela: Lukovica"	""	""	""	""	"8.5.2017 7:10:52"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Sodelavec-ka-v-logistiki-za-pripravo-blaga-71932.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Delo-v-pisarni---Referent-mz---Maribor-71764.php"	"Delo v pisarni - Referent (m/ž) - Maribor"	"Take d.o.o."	"Objavljeno: 06.05.2017"	"Kraj dela: Maribor"	""	""	""	""	"8.5.2017 7:10:52"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Delo-v-pisarni---Referent-mz---Maribor-71764.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Delo-v-pisarni---Referent-mz---Bled-71762.php"	"Delo v pisarni - Referent (m/ž) - Bled"	"Take d.o.o."	"Objavljeno: 06.05.2017"	"Kraj dela: Bled"	""	""	""	""	"8.5.2017 7:10:52"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Delo-v-pisarni---Referent-mz---Bled-71762.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Sodelavec-za-telekomunikacije-mz-za-razvoj-opticnega-FTTH-omrezja-71907.php"	"Sodelavec za telekomunikacije (m/ž) za razvoj optičnega FTTH omrežja"	"Softnet d.o.o."	"Objavljeno: 05.05.2017"	"Kraj dela: teren in pisarna na območju Ajdovščine"	""	""	""	""	"8.5.2017 7:10:52"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Sodelavec-za-telekomunikacije-mz-za-razvoj-opticnega-FTTH-omrezja-71907.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Skrbnik-kljucnih-strank-71906.php"	"Skrbnik ključnih strank m/ž"	"Softnet d.o.o."	"Objavljeno: 05.05.2017"	"Kraj dela: Trzin"	""	""	""	""	"8.5.2017 7:10:52"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Skrbnik-kljucnih-strank-71906.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Zavarovalni-svetovalec-mz-specialist-za-osebna-zavarovanja-72001.php"	"Zavarovalni svetovalec (m/ž) specialist za osebna zavarovanja"	"Zavarovalno zastopanje I.Q. d.o.o."	"Objavljeno: 05.05.2017"	"Kraj dela: Regija bivanja"	""	""	""	""	"8.5.2017 7:10:52"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Zavarovalni-svetovalec-mz-specialist-za-osebna-zavarovanja-72001.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Zavarovalni-svetovalec---mentor-mz-specialist-za-osebna-zavarovanja-72000.php"	"Zavarovalni svetovalec - mentor (m/ž) specialist za osebna zavarovanja"	"Zavarovalno zastopanje I.Q. d.o.o."	"Objavljeno: 05.05.2017"	"Kraj dela: Regija bivanja"	""	""	""	""	"8.5.2017 7:10:52"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Zavarovalni-svetovalec---mentor-mz-specialist-za-osebna-zavarovanja-72000.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Prodajnik--komercialist-za-nemsko-govoreci-trg-Avstrija-Nemcija-mz-72005.php"	"Prodajnik – komercialist za nemško govoreči trg (Avstrija, Nemčija,..) m/ž"	"Isomat d.o.o."	"Objavljeno: 05.05.2017"	"Kraj dela: Koroška"	""	""	""	""	"8.5.2017 7:10:52"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Prodajnik--komercialist-za-nemsko-govoreci-trg-Avstrija-Nemcija-mz-72005.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Delavec-v-proizvodnji-mz---vec-mest-72009.php"	"Delavec v proizvodnji (m/ž) - več mest"	"Naton d.o.o."	"Objavljeno: 05.05.2017"	"Kraj dela: Cerkno"	""	""	""	""	"8.5.2017 7:10:52"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Delavec-v-proizvodnji-mz---vec-mest-72009.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Prodajni-svetovalec-mz---PE-Ljubljana-71969.php"	"Prodajni svetovalec (m/ž) - PE Ljubljana"	"KMAG, Kia Motors Adria Group"	"Objavljeno: 05.05.2017"	"Kraj dela: PE Ljubljana"	""	""	""	""	"8.5.2017 7:10:52"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Prodajni-svetovalec-mz---PE-Ljubljana-71969.php"
