Delovno_mesto_link	Delovno_mesto	Podjetje	Datum_objave	Kraj_dela	REQUEST_URL	RESPONSE_URL	REPONSE_DATE	RESPONSE_TIME	datum_strganja	res
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Natakar-mz-z-izkusnjami-75244.php"	"Natakar (m/ž) z izkušnjami"	"Copia d.o.o."	"Objavljeno: 03.07.2017"	"Kraj dela: Ljubljana"	"http://www.mojazaposlitev.si/prosta-delovna-mesta/?1=1&_action=submit&adsPerPage=50&_action=submit#jobsAds"	"https://www.mojazaposlitev.si/prosta-delovna-mesta/?1=1&_action=submit&adsPerPage=50&_action=submit"	"07.03.2017"	"09:11:30"	"3.7.2017 7:11:30"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Natakar-mz-z-izkusnjami-75244.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Sankist-mz---restavracija-PrNoni-75243.php"	"Šankist (m/ž) - restavracija Pr'Noni"	"Copia d.o.o."	"Objavljeno: 03.07.2017"	"Kraj dela: Ljubljana - Vič"	""	""	""	""	"3.7.2017 7:11:30"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Sankist-mz---restavracija-PrNoni-75243.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Kuhar-75242.php"	"Kuhar m/ž"	"Copia d.o.o."	"Objavljeno: 03.07.2017"	"Kraj dela: Ljubljana"	""	""	""	""	"3.7.2017 7:11:30"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Kuhar-75242.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Vodja-malopodaje-in-veleprodaje-za-Slovenijo-75241.php"	"Vodja malopodaje in veleprodaje za Slovenijo m/ž"	"KataleaConsulting d.o.o."	"Objavljeno: 03.07.2017"	"Kraj dela: Ljubljana"	""	""	""	""	"3.7.2017 7:11:30"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Vodja-malopodaje-in-veleprodaje-za-Slovenijo-75241.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Monter-sejemskih-konstrukcij-75220.php"	"Monter sejemskih konstrukcij m/ž"	"BUHEXPO.SI d.o.o."	"Objavljeno: 03.07.2017"	"Kraj dela: Ljubljana in teren"	""	""	""	""	"3.7.2017 7:11:30"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Monter-sejemskih-konstrukcij-75220.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Tesar-75246.php"	"Tesar m/ž"	"Agencija M servis, kadrovske storitve, d.o.o."	"Objavljeno: 03.07.2017"	"Kraj dela: Nemčija"	""	""	""	""	"3.7.2017 7:11:30"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Tesar-75246.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Zidar-75245.php"	"Zidar m/ž"	"Agencija M servis, kadrovske storitve, d.o.o."	"Objavljeno: 03.07.2017"	"Kraj dela: Nemčija"	""	""	""	""	"3.7.2017 7:11:30"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Zidar-75245.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Ekspert-kontrole-kakovosti-II-75231.php"	"Ekspert kontrole kakovosti II m/ž"	"Kariera d.o.o."	"Objavljeno: 03.07.2017"	"Kraj dela: Mengeš"	""	""	""	""	"3.7.2017 7:11:30"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Ekspert-kontrole-kakovosti-II-75231.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Ekspert-upravljanja-kakovosti-II-mz-75230.php"	"Ekspert upravljanja kakovosti II (m/ž)"	"Kariera d.o.o."	"Objavljeno: 03.07.2017"	"Kraj dela: Ljubljana"	""	""	""	""	"3.7.2017 7:11:30"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Ekspert-upravljanja-kakovosti-II-mz-75230.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Operater-na-vecosnem-CNC-rezkalnem-in-struznem-centru-71793.php"	"Operater na večosnem CNC rezkalnem in stružnem centru m/ž"	"Horjak - Precise d.o.o. Domžale"	"Objavljeno: 03.07.2017"	"Kraj dela: Domžale - Zgornje Jarše"	""	""	""	""	"3.7.2017 7:11:30"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Operater-na-vecosnem-CNC-rezkalnem-in-struznem-centru-71793.php"
