Delovno_mesto_link	Delovno_mesto	Podjetje	Datum_objave	Kraj_dela	REQUEST_URL	RESPONSE_URL	REPONSE_DATE	RESPONSE_TIME	datum_strganja	res
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Kuharski-pomocnik-mz-74500.php"	"Kuharski pomočnik (m/ž)"	"ISS Facility Services d.o.o."	"Objavljeno: 19.06.2017"	"Kraj dela: Ljubljana"	"http://www.mojazaposlitev.si/prosta-delovna-mesta/?1=1&_action=submit&adsPerPage=50&_action=submit#jobsAds"	"https://www.mojazaposlitev.si/prosta-delovna-mesta/?1=1&_action=submit&adsPerPage=50&_action=submit"	"06.19.2017"	"09:11:53"	"19.6.2017 7:11:56"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Kuharski-pomocnik-mz-74500.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Prevzemnik-blaga-mz---Spar-Brezice-74479.php"	"Prevzemnik blaga (m/ž) - Spar Brežice"	"Spar Slovenija d.o.o."	"Objavljeno: 19.06.2017"	"Kraj dela: Brežice"	""	""	""	""	"19.6.2017 7:11:56"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Prevzemnik-blaga-mz---Spar-Brezice-74479.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Kadrovnik-mz-all-in-one-za-avtomobilsko-industrijo-74487.php"	"Kadrovnik (m/ž) ˝all-in-one˝ za avtomobilsko industrijo"	"Trescon d.o.o."	"Objavljeno: 19.06.2017"	"Kraj dela: Ptuj"	""	""	""	""	"19.6.2017 7:11:56"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Kadrovnik-mz-all-in-one-za-avtomobilsko-industrijo-74487.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Kuharski-pomocnik---za-pripravo-in-izdajo-solat-74492.php"	"Kuharski pomočnik - za pripravo in izdajo solat m/ž"	"Argentino d.o.o."	"Objavljeno: 19.06.2017"	"Kraj dela: Ljubljana - BTC"	""	""	""	""	"19.6.2017 7:11:56"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Kuharski-pomocnik---za-pripravo-in-izdajo-solat-74492.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Nabavnik-mz-74489.php"	"Nabavnik (m/ž)"	"Mariborska livarna Maribor d.d."	"Objavljeno: 19.06.2017"	"Kraj dela: Maribor"	""	""	""	""	"19.6.2017 7:11:56"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Nabavnik-mz-74489.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Delo-na-terenu-mz---Bled-74501.php"	"Delo na terenu (m/ž) - Bled"	"Take d.o.o."	"Objavljeno: 19.06.2017"	"Kraj dela: Maribor in okolica"	""	""	""	""	"19.6.2017 7:11:56"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Delo-na-terenu-mz---Bled-74501.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Delo-v-pisarni---Referent-mz---Maribor-74499.php"	"Delo v pisarni - Referent (m/ž) - Maribor"	"Take d.o.o."	"Objavljeno: 19.06.2017"	"Kraj dela: Maribor"	""	""	""	""	"19.6.2017 7:11:56"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Delo-v-pisarni---Referent-mz---Maribor-74499.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Receptor-VI-74469.php"	"Receptor VI m/ž"	"JGZ Brdo"	"Objavljeno: 19.06.2017"	"Kraj dela: Brdo pri Kranju"	""	""	""	""	"19.6.2017 7:11:56"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Receptor-VI-74469.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Telefonski-prodajni-agent-mz-Celje-74348.php"	"Telefonski prodajni agent m/ž (Celje)"	"Telemarketing, d.o.o."	"Objavljeno: 19.06.2017"	"Kraj dela: Celje"	""	""	""	""	"19.6.2017 7:11:56"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Telefonski-prodajni-agent-mz-Celje-74348.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Urejanje-zelenih-povrsin-74018.php"	"Urejanje zelenih površin m/ž"	"Kariera d.o.o."	"Objavljeno: 19.06.2017"	"Kraj dela: Ljubljana"	""	""	""	""	"19.6.2017 7:11:56"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Urejanje-zelenih-povrsin-74018.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Telefonist---organizator-mz---vec-prostih-mest-74483.php"	"Telefonist - organizator (m/ž) - več prostih mest"	"Zavarovalno zastopanje I.Q. d.o.o."	"Objavljeno: 16.06.2017"	"Kraj dela: Maribor"	""	""	""	""	"19.6.2017 7:11:56"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Telefonist---organizator-mz---vec-prostih-mest-74483.php"
