Delovno_mesto_link	Delovno_mesto	Podjetje	Datum_objave	Kraj_dela	REQUEST_URL	RESPONSE_URL	REPONSE_DATE	RESPONSE_TIME	datum_strganja	res
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Proizvodni-delavec---rocna-dela-mz-77143.php"	"Proizvodni delavec - ročna dela (m/ž)"	"SAX konstrukcije d.o.o."	"Objavljeno: 21.08.2017"	"Kraj dela: Škofja Loka"	"http://www.mojazaposlitev.si/prosta-delovna-mesta/?1=1&_action=submit&adsPerPage=50&_action=submit#jobsAds"	"https://www.mojazaposlitev.si/prosta-delovna-mesta/?1=1&_action=submit&adsPerPage=50&_action=submit"	"08.22.2017"	"04:00:48"	"22.08.2017 02:00:48"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Proizvodni-delavec---rocna-dela-mz-77143.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Proizvodni-delavec---krivljenje-plocevine-mz-77142.php"	"Proizvodni delavec - krivljenje pločevine (m/ž)"	"SAX konstrukcije d.o.o."	"Objavljeno: 21.08.2017"	"Kraj dela: Škofja Loka"	""	""	""	""	"22.08.2017 02:00:48"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Proizvodni-delavec---krivljenje-plocevine-mz-77142.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Varilec-WIG-TIG-77512.php"	"Varilec WIG (TIG) m/ž"	"Feroagencija d.o.o."	"Objavljeno: 21.08.2017"	"Kraj dela: delo na terenu v Nemčiji"	""	""	""	""	"22.08.2017 02:00:48"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Varilec-WIG-TIG-77512.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Pomozni-delavec-77508.php"	"Pomožni delavec m/ž"	"Feroagencija d.o.o."	"Objavljeno: 21.08.2017"	"Kraj dela: Avstrija (delo v delavnici)"	""	""	""	""	"22.08.2017 02:00:48"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Pomozni-delavec-77508.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Mizar--monter-77434.php"	"Mizar -monter m/ž"	"4UM d.o.o."	"Objavljeno: 21.08.2017"	"Kraj dela: Tujina"	""	""	""	""	"22.08.2017 02:00:48"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Mizar--monter-77434.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Elektricar-77433.php"	"Električar m/ž"	"4UM d.o.o."	"Objavljeno: 21.08.2017"	"Kraj dela: Dunaj, Avstrija"	""	""	""	""	"22.08.2017 02:00:48"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Elektricar-77433.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Prodajni-predstavnik-na-lokalnem-trgu-1-oseba-mz-77498.php"	"Prodajni predstavnik na lokalnem trgu (1 oseba, m/ž)"	"Adria Airways d.o.o."	"Objavljeno: 21.08.2017"	"Kraj dela: Brnik"	""	""	""	""	"22.08.2017 02:00:48"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Prodajni-predstavnik-na-lokalnem-trgu-1-oseba-mz-77498.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Pomocnik-kuharja-77514.php"	"Pomočnik kuharja m/ž"	"Kariera d.o.o."	"Objavljeno: 21.08.2017"	"Kraj dela: Jesenice"	""	""	""	""	"22.08.2017 02:00:48"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Pomocnik-kuharja-77514.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Kuhar-77513.php"	"Kuhar m/ž"	"Kariera d.o.o."	"Objavljeno: 21.08.2017"	"Kraj dela: Jesenice"	""	""	""	""	"22.08.2017 02:00:48"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Kuhar-77513.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Mesar---prodajalec-mz---Koper-2-77497.php"	"Mesar - prodajalec (m/ž) - Koper 2"	"Spar Slovenija d.o.o."	"Objavljeno: 21.08.2017"	"Kraj dela: Koper"	""	""	""	""	"22.08.2017 02:00:48"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Mesar---prodajalec-mz---Koper-2-77497.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Delavec-v-proizvodnji-mz-vec-prostih-delovnih-mest-77488.php"	"Delavec v proizvodnji (m/ž) več prostih delovnih mest"	"KBK d.o.o."	"Objavljeno: 21.08.2017"	"Kraj dela: Kranj"	""	""	""	""	"22.08.2017 02:00:48"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Delavec-v-proizvodnji-mz-vec-prostih-delovnih-mest-77488.php"
