Delovno_mesto_link	Delovno_mesto	Podjetje	Datum_objave	Kraj_dela	REQUEST_URL	RESPONSE_URL	REPONSE_DATE	RESPONSE_TIME	datum_strganja	res
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Skladiscnik-mz-v-trgovini-v-Ljubljani-80477.php"	"Skladiščnik (m/ž) v trgovini v Ljubljani"	"Harvey Norman Trading d.o.o."	"Objavljeno: 09.10.2017"	"Kraj dela: Ljubljana"	"http://www.mojazaposlitev.si/prosta-delovna-mesta/?1=1&_action=submit&adsPerPage=50&_action=submit#jobsAds"	"https://www.mojazaposlitev.si/prosta-delovna-mesta/?1=1&_action=submit&adsPerPage=50&_action=submit"	"10.10.2017"	"04:00:27"	"10.10.2017 02:00:27"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Skladiscnik-mz-v-trgovini-v-Ljubljani-80477.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Izdelovalec-IV-mz---Medvode-vec-delavcev-v-proizvodnji-80442.php"	"Izdelovalec IV (m/ž) - Medvode (več delavcev v proizvodnji)"	"Helios TBLUS d.o.o."	"Objavljeno: 09.10.2017"	"Kraj dela: Medvode"	""	""	""	""	"10.10.2017 02:00:27"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Izdelovalec-IV-mz---Medvode-vec-delavcev-v-proizvodnji-80442.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Prodajalec---svetovalec-mz-v-Kopru---vec-prostih-delovnih-mest-80427.php"	"Prodajalec - svetovalec (m/ž) v Kopru - več prostih delovnih mest"	"OBI d.o.o."	"Objavljeno: 09.10.2017"	"Kraj dela: Koper"	""	""	""	""	"10.10.2017 02:00:27"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Prodajalec---svetovalec-mz-v-Kopru---vec-prostih-delovnih-mest-80427.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Komercialist-za-prodajo-na-terenu-80473.php"	"Komercialist za prodajo na terenu m/ž"	"HANSA-FLEX-Nova d.o.o."	"Objavljeno: 09.10.2017"	"Kraj dela: osrednja Slovenija"	""	""	""	""	"10.10.2017 02:00:27"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Komercialist-za-prodajo-na-terenu-80473.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Vodja-PE-80472.php"	"Vodja PE m/ž"	"HANSA-FLEX-Nova d.o.o."	"Objavljeno: 09.10.2017"	"Kraj dela: Novo Mesto"	""	""	""	""	"10.10.2017 02:00:27"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Vodja-PE-80472.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Koordinator-prodajne-mreze-Network-coordinator-mz-80474.php"	"Koordinator prodajne mreže (Network coordinator) m/ž"	"KMAG, Kia Motors Adria Group"	"Objavljeno: 09.10.2017"	"Kraj dela: Ljubljana"	""	""	""	""	"10.10.2017 02:00:27"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Koordinator-prodajne-mreze-Network-coordinator-mz-80474.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Skladiscnik-mz---v-PE-Ljubljana-80471.php"	"Skladiščnik (m/ž) - v PE Ljubljana"	"KMAG, Kia Motors Adria Group"	"Objavljeno: 09.10.2017"	"Kraj dela: Ljubljana"	""	""	""	""	"10.10.2017 02:00:27"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Skladiscnik-mz---v-PE-Ljubljana-80471.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Prodajno-osebje-mz---Maribor-80493.php"	"Prodajno osebje (m/ž) - Maribor"	"Big Bang, d.o.o."	"Objavljeno: 09.10.2017"	"Kraj dela: Maribor"	""	""	""	""	"10.10.2017 02:00:27"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Prodajno-osebje-mz---Maribor-80493.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Proizvodni-delavec-v-podjetju-Novem-car-80487.php"	"Proizvodni delavec v podjetju Novem car m/ž"	"Powerserv d.o.o."	"Objavljeno: 09.10.2017"	"Kraj dela: Žalec"	""	""	""	""	"10.10.2017 02:00:27"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Proizvodni-delavec-v-podjetju-Novem-car-80487.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Skladiscni-delavec-v-proizvodnji-80486.php"	"Skladiščni delavec v proizvodnji m/ž"	"Powerserv d.o.o."	"Objavljeno: 09.10.2017"	"Kraj dela: okolica Lenarta"	""	""	""	""	"10.10.2017 02:00:27"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Skladiscni-delavec-v-proizvodnji-80486.php"
