Delovno_mesto_link	Delovno_mesto	Podjetje	Datum_objave	Kraj_dela	REQUEST_URL	RESPONSE_URL	REPONSE_DATE	RESPONSE_TIME	datum_strganja	res
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Direktor-projektov-74680.php"	"Direktor projektov m/ž"	"Proevent d.o.o."	"Objavljeno: 21.06.2017"	"Kraj dela: Ljubljana"	"http://www.mojazaposlitev.si/prosta-delovna-mesta/?1=1&_action=submit&adsPerPage=50&_action=submit#jobsAds"	"https://www.mojazaposlitev.si/prosta-delovna-mesta/?1=1&_action=submit&adsPerPage=50&_action=submit"	"06.22.2017"	"08:01:14"	"22.6.2017 6:01:14"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Direktor-projektov-74680.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Monter-mz---vec-mest-74682.php"	"Monter (m/ž) - več mest"	"Proevent d.o.o."	"Objavljeno: 21.06.2017"	"Kraj dela: Ljubljana"	""	""	""	""	"22.6.2017 6:01:14"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Monter-mz---vec-mest-74682.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Monter-hidravlicnih-valjev--cilindrov-74711.php"	"Monter hidravličnih valjev / cilindrov m/ž"	"INES d.o.o."	"Objavljeno: 21.06.2017"	"Kraj dela: Škofja Loka"	""	""	""	""	"22.6.2017 6:01:14"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Monter-hidravlicnih-valjev--cilindrov-74711.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Izkusen-sodelavec-za-pomoc-uporabnikom-in-poslovni-administrator-mz-74701.php"	"Izkušen sodelavec za pomoč uporabnikom in poslovni administrator (m/ž)"	"KataleaConsulting d.o.o."	"Objavljeno: 21.06.2017"	"Kraj dela: Ljubljana"	""	""	""	""	"22.6.2017 6:01:14"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Izkusen-sodelavec-za-pomoc-uporabnikom-in-poslovni-administrator-mz-74701.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/CNC-operaterprogramer-74705.php"	"CNC operater/programer m/ž"	"Hypex, Lesce, d.o.o."	"Objavljeno: 21.06.2017"	"Kraj dela: Lesce"	""	""	""	""	"22.6.2017 6:01:14"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/CNC-operaterprogramer-74705.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Poliranje-in-kemicno-ciscenje-rabljenih-vozil-74702.php"	"Poliranje in kemično čiščenje rabljenih vozil m/ž"	"Avto Slak d.o.o."	"Objavljeno: 21.06.2017"	"Kraj dela: Trebnje / Novo mesto"	""	""	""	""	"22.6.2017 6:01:14"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Poliranje-in-kemicno-ciscenje-rabljenih-vozil-74702.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Pralec-vozil-74700.php"	"Pralec vozil m/ž"	"Avto Slak d.o.o."	"Objavljeno: 21.06.2017"	"Kraj dela: Trebnje / Novo mesto"	""	""	""	""	"22.6.2017 6:01:14"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Pralec-vozil-74700.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/CNC-operater-74695.php"	"CNC operater m/ž"	"Mapro d.o.o."	"Objavljeno: 21.06.2017"	"Kraj dela: Žiri"	""	""	""	""	"22.6.2017 6:01:14"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/CNC-operater-74695.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Delavec-v-proizvodnji-74694.php"	"Delavec v proizvodnji m/ž"	"Mapro d.o.o."	"Objavljeno: 21.06.2017"	"Kraj dela: Žiri"	""	""	""	""	"22.6.2017 6:01:14"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Delavec-v-proizvodnji-74694.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Sodelavec--zacetnik-na-komercialno---nabavnem-podrocju-mz-74688.php"	"Sodelavec / začetnik na komercialno - nabavnem področju (m/ž)"	"odelo Slovenija d.o.o."	"Objavljeno: 21.06.2017"	"Kraj dela: Prebold"	""	""	""	""	"22.6.2017 6:01:14"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Sodelavec--zacetnik-na-komercialno---nabavnem-podrocju-mz-74688.php"
"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Referent-za-nabavo-elektronike-mz-74686.php"	"Referent za nabavo elektronike (m/ž)"	"odelo Slovenija d.o.o."	"Objavljeno: 21.06.2017"	"Kraj dela: Prebold"	""	""	""	""	"22.6.2017 6:01:14"	"https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Referent-za-nabavo-elektronike-mz-74686.php"
